text,true_label,predicted_label,predicted_score,github,protocol_id
Anf 50 JOHAN HEDIN ( C ),note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4546,prot-201617--082
Fredagen den 19 februari Kompletteringsväl till utskott se ia ere esccbsssenfr rs,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--068.xml#L237,prot-198788--068
Frioch rättighetsfrågor,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--044.xml#L3627,prot-198485--044
I fråga om Herr A Hedins motion No 181 om förhöjning af ett anslag å postverkets omkostnadsstat anförde,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1886/prot-1886--ak--004.xml#L1262,prot-1886--ak--004
Onsdagen den 3 maj Nr 33 29,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1933/prot-1933--fk--033.xml#L2519,prot-1933--fk--033
Angående ny härordning,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--ak--035.xml#L94,prot-1901--ak--035
investeringsavgift skall med undantag som i andra och tredje styckena sägs beräknas på grundval av kostnaden för avgiftspliktig investering Har för sådan investering använts virke som uttagits ur egen fastighet eller tillgång som varit avsedd för omsättning eller förbrukning i rörelse skall i investeringskostnaden inräknas virkets eller lagertillgångens saluvärde,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1951/prot-1951--ak--035.xml#L5460,prot-1951--ak--035
Nej Vinner Nej afslås utskottets hemställan,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1909/prot-1909--fk--047.xml#L2599,prot-1909--fk--047
m m,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--132.xml#L3536,prot-198182--132
No 23,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1877/prot-1877--ak--023.xml#L2416,prot-1877--ak--023
Företogs val av tio suppleanter i bevillningsutskottet Därvid avlämnades 143 valsedlar som godkändes och efter partibeteckning ordnades i tre särskilda grupper så att en grupp bildades av 87 valsedlar med överskrift nationella partiet en andra grupp av 44 valsedlar med överskrift liberala samlingspartiet och en tredje grupp av 12 valsedlar med överskrift socialdemokratiska gruppen,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L241,prot-1914-a-fk--005
Sverige så skulle han vara tvungen att börja i årskurs två Resultatet blev att han nu är en mycket känd arkitekt i Boston Han har byggt arabiska städer i,seg,note,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200102/prot-200102--118.xml#L9631,prot-200102--118
Vinner Nej har kammaren bifallit utskottets berörda hemställan,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1908/prot-1908--ak--061.xml#L1740,prot-1908--ak--061
Herr Widström,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1888/prot-1888--ak--011.xml#L4175,prot-1888--ak--011
Jag skulle möjligen kunna ha varit med om att för affärsförhållanden införa solidaritet såsom princip vid skuldebrev ehuru dock därmed det medger jag icke mycket vore vunnet TI lantliga förhållanden och i andra mera borgerliga borde det enligt min mening få bli vid det gamla och vid kontraktsbrott d v s man har åtagit sig något annat än penninggäld men om kontraktet brytes förvandlas den åtagna prestationen till en penningskuld vid kontraktsbrott är enligt min mening frågan om solidariskt ansvar eller ansvar per capita att lösa efter särskilda linjer som jag icke här skall söka uppdraga Jag har som sagt herr talman intet yrkande men jag har icke velat låta saken passera under stillatigande från min sida TI fall av votering mellan utskottets förslag och reservationen kommer jag att avstå ifrån att rösta,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1936/prot-1936--ak--013.xml#L7307,prot-1936--ak--013
När vi satt i alliansregeringen för några år sedan öppnade vår ambassad i Havanna ett internetkafé för dissidenter som ville ta del av ocensurerad information Kaféet var vid sidan av det amerikanska konsulatets kafé en av få platser där kubaner faktiskt kunde kommunicera fritt på den tiden Den svenska ambassaden i Minsk blev på samma sätt en mötesplats för fria krafter i det vitryska samhället Vi behöver fler modiga frihetsprojekt på denna front för att stötta människor i diktaturer att få tycka tänka och tro fritt Jag hoppas att den rödgröna regeringen är beredd att öronmärka mer bistånd till frihetsaktivister på denna front,seg,note,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201516/prot-201516--116.xml#L8892,prot-201516--116
På de skäl som anförts 1 statsrådsproto Underhåll af kollen anhåller Jag vördsamt om bifall till Kongl Majts proposition i byggnader ooh denna punkt hvarpå jag ock anhåller om proposition MR på mör,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1884/prot-1884--fk--017.xml#L1941,prot-1884--fk--017
Om vissa ändringar beträffande fastighetsbeskattningen m m,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1954/prot-1954--fk--013.xml#L7166,prot-1954--fk--013
Vid ånyo skedd föredragning af statsutskottets den 19 och 20 innevarande maj bordlagda memorial och utlåtande,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1909/prot-1909--fk--047.xml#L2609,prot-1909--fk--047
I detta anförande instämde Johan Andersson Lars Mejern Larsson Rikard Larsson Pia Nilsson Leif Pettersson och Suzanne Svensson ( alla S ),note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--027.xml#L6818,prot-201415--027
vilket enda namn förekom å gruppens alla valsedlar,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L302,prot-1914-a-fk--005
S 6,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1902/prot-1902--ak--037.xml#L131,prot-1902--ak--037
Efter härmed slutad öfverläggning gjordes enligt de derunder fram ( Forts ) stälda yrkandena propositioner först på bifall till Utskottets ifrågavarande hemställan och sedan på afslag derå och förklarades förra propo,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1884/prot-1884--fk--017.xml#L1952,prot-1884--fk--017
Anf 34 JOHAN HEDIN ( C ),note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4498,prot-201617--082
Herr SCHÖTT ( h ),note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1964/prot-1964--fk--005.xml#L3133,prot-1964--fk--005
Överläggningen var härmed avslutad,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1473,prot-199596--066
Fredagen den 30 mars 1962,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1962/prot-1962--fk--014.xml#L3168,prot-1962--fk--014
Anf 122 HILLEVI LARSSON ( s ),note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200708/prot-200708--046.xml#L6796,prot-200708--046
I detta anförande instämde herrar Widén och Hazén,note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--037.xml#L1146,prot-1904--ak--037
Om ändring i,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--fk--015.xml#L1617,prot-1900--fk--015
2 Danström,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1914/prot-1914-a-fk--005.xml#L266,prot-1914-a-fk--005
Den som bifaller hvad lagutskottet hemstält i sitt utlåtande no 15 röstar,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--fk--015.xml#L1623,prot-1900--fk--015
Konkurslagen,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--036.xml#L1626,prot-1881--ak--036
Anf 118 ANA MARIA NARTI ( fp ),note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/200102/prot-200102--118.xml#L9605,prot-200102--118
r 186 angående ersättning till förre kontoristen A L Johansson för mistad pension,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1937/prot-1937--ak--017.xml#L127,prot-1937--ak--017
Konstitutionsutskottets betänkande,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1498,prot-199596--066
Onsdagen den 21 november 1979,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197980/prot-197980--033.xml#L6495,prot-197980--033
12 Anmälan om skriftliga svar på frågor,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4570,prot-201617--082
I Kongl Majts till utskottet remitterade proposition no 16 hade Kongl Majt föreslagit Riksdagen att för år 1903 till upptagande i riksstaten för samma år åtaga sig en särskild bevillning af 10500000 kronor under namn af inkomstskatt att utgå enligt ett vid propositionen fogadt förslag i ämnet,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1902/prot-1902--ak--037.xml#L153,prot-1902--ak--037
Torsdagen den 24 mars 1966,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1966/prot-1966--fk--013.xml#L222,prot-1966--fk--013
7 Ang antalet suppleanter för kommunfullmäktige,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1971/prot-1971--075.xml#L2470,prot-1971--075
Herr UTBULT,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1948/prot-1948--ak--016.xml#L4406,prot-1948--ak--016
Anf 180 GÖREL THURDIN ( c ),note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198687/prot-198687--032.xml#L1200,prot-198687--032
Lördagen den 18 Mars e m 55,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1876/prot-1876--ak--028.xml#L4429,prot-1876--ak--028
Herr BENGTSON ( cp ) kort genmäle,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1967/prot-1967--fk--034.xml#L3892,prot-1967--fk--034
Svaret är ja Det är en angelägen uppgift att i riksdagen och brett i samhället förankra en sammanhållen syn på utvecklingssamarbetets uppgifter inför 2000,seg,note,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--030.xml#L1258,prot-199899--030
sammansatta konstitutionsoch första lagutskottets utlåtanden,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1601,prot-1959--fk--008
Anf 179 MARGARETA WINBERG ( s ),note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198687/prot-198687--032.xml#L1172,prot-198687--032
Angående en inkomstskatt för år,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1902/prot-1902--ak--037.xml#L106,prot-1902--ak--037
r 81 angående anslagsbehovet för budgetåret 195960 till sjöbefälsskolorna m m och,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1558,prot-1959--fk--008
Anf9 HUGO BENGTSSON ( s ) replik,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--163.xml#L1259,prot-198081--163
Föredrogos ånyo bevillningsutskottets betänkanden,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1934/prot-1934--fk--024.xml#L2622,prot-1934--fk--024
Rätt att deltaga i hufvudmäns öfverläggningar val och beslut må genom reglementet kunna tillerkännas dem som lemnat penningebidrag till bildande eller förstärkande af sparbankens grundfond eller reservfond Vid utöfning af nämnda rätt bära de lika ansvarighet som hufvudmän,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1892/prot-1892--ak--042.xml#L495,prot-1892--ak--042
20 och 21 punkterna,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1884/prot-1884--fk--017.xml#L1961,prot-1884--fk--017
läkare m m ( Forts ),note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1919/prot-1919--fk--039.xml#L3785,prot-1919--fk--039
100 Vinner nej har kammaren bifallit reservationen nr 3 av herr Nelander,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1972/prot-1972--121.xml#L4294,prot-1972--121
Remiss av 7,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1915/prot-1915--ak--006.xml#L2911,prot-1915--ak--006
Utskottet hade i det nu ifrågavarande utlåtandet av angivna orsaker hemställt att förevarande motioner icke måtte till någon riksdagens åtgärd föranleda i,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1933/prot-1933--fk--033.xml#L2534,prot-1933--fk--033
Herr Tjällgren,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1942/prot-1942--fk--013.xml#L6212,prot-1942--fk--013
Herr TORWALD ( c ),note,seg,0.5885866,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1974/prot-1974--126.xml#L2991,prot-1974--126
Anf 131 LARRY SÖDER ( KD ) replik,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5616,prot-201920--058
herr J E Schödéns motion no 118 till bevillningsutskottet herr C J Öbergs motion no 119 till konstitufionsutskottet herr G Elowsons m fl motion no 120 till bankoutskottet herr ÅA Magmussons motion no 121 till statsutskottet,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1896/prot-1896--ak--004.xml#L1076,prot-1896--ak--004
Utskottets hemställan bifölls,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1910/prot-1910--ak--057.xml#L6137,prot-1910--ak--057
Fredagen den 13 mars 1959,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1510,prot-1959--fk--008
I motionerna I 202 och II 222 hade yrkats att riksdagen i skrivelse till Kungl Majt skulle anhålla om en översyn av de trafikpolitiska frågorna varefter riksdagen borde beredas tillfälle att på nytt ta ställning till dem,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4773,prot-1969--fk--039
Omröstningen företogs och vid dess slut befunnos rösterna hafva utfallit sålunda,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1900/prot-1900--fk--015.xml#L1634,prot-1900--fk--015
64,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197677/prot-197677--025.xml#L5351,prot-197677--025
Anf 40 ADAM MARTTINEN ( SD ),note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4516,prot-201617--082
Nr 6,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1915/prot-1915--ak--006.xml#L2908,prot-1915--ak--006
Föredrogs LagUtskottets Utlåtande No 41 i anledning af väckt Om upphäfmotion om upphäfvande för vissa orter af Förordningen den 29 Juni vande för 1866 angående dispositionsrätten öfver skogen å sådana skattehemfas Jå man som uppkomma af nybyggen hvilka hädanefter från kronan 1866 ang,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1881/prot-1881--ak--036.xml#L1685,prot-1881--ak--036
Enligt utskottets förslag skulle 7 8 avfattas på följande sätt,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1951/prot-1951--ak--035.xml#L5456,prot-1951--ak--035
Nr 38,note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1913/prot-1913--ak--038.xml#L1847,prot-1913--ak--038
Konstitutionsutskottets betänkanden 8 11 12 och 14 kommer att behandlas i tur och ordning Voteringarna äger rum i ett sammanhang efter avslutad debatt,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--044.xml#L3637,prot-198485--044
Anf 9 PÄR GRANSTEDT ( c ),note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--143.xml#L714,prot-198485--143
Angående ändringar i gällande brännvinsförsäljningsförordning ( Forts ),note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--037.xml#L1103,prot-1904--ak--037
6 Till avdragsgill underhållskostnad räknas bland annat även kostnad för iståndsättande eller omläggning av förut anlagd täckdikning varemot avdrag icke får ske för nyanläggning av täckdikning Därest omläggning av täckdikning på grund av användande av dyrbarare material än det förut befintliga är till viss del att hänföra till grundförbättring får avdrag ej ske för mer än vad en omläggning med enahanda material som det gamla skulle kostat,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1928/prot-1928--ak--037.xml#L6119,prot-1928--ak--037
Föredrogs och hänvisades till statsutskottet Kungl Majts proposition nr 166 angående domartjänster vid vissa underrätter,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1968/prot-1968--fk--038.xml#L2175,prot-1968--fk--038
15 december 1955 Nr 32 21,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1955/prot-1955--fk--032.xml#L2086,prot-1955--fk--032
r 6 i anledning av väckt motion om nya former för riksdagens högtidliga öppnande,note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1959/prot-1959--fk--008.xml#L1580,prot-1959--fk--008
I detta utlåtande hade konstitutionsutskottet behandlat Kungl Majts proposition nr 126 ( justitiedepartementet ) såvitt densamma avsåge förslag till ändringar i lagen den 28 maj 1937 om inskränkningar i rätten att utbekomma allmänna handlingar angående dels offentlighet och sekretess vid psykologiska undersökningar i allmän verksamhet dels utlämnande av uppgifter ur centrala företagsregistret,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1968/prot-1968--fk--038.xml#L2202,prot-1968--fk--038
Punkt 7 ( Avhysning och särskild handräckning ),note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9797,prot-201415--082
Anf 58 JOHN WIDEGREN ( M ) replik,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2140,prot-202122--079
Särskilt tillstånd att tillföra kärnreaktor kärnbränsle mm,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197677/prot-197677--107.xml#L4507,prot-197677--107
Torsdagen den 10 december 1970 fm,note,seg,0.61681855,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1970/prot-1970--ak--044.xml#L3248,prot-1970--ak--044
Punkt 1 ( Flyktingpolitiken ),note,seg,0.587554,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9874,prot-201415--082
Nr 143,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--143.xml#L759,prot-198485--143
r 167 angående lindring i köpevillkoren vid försäljning av viss kronoegendom m m,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1937/prot-1937--ak--017.xml#L172,prot-1937--ak--017
Anf 8 Statsrådet ANDERS YGEMAN ( S ),note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4429,prot-201617--082
Sedan öfverläggningen härmed förklarats afslutad samt herr talmannen framställt propositioner å de därunder gjorda yrkandena beslöt kammaren att återförvisa punkten till utskottet,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1904/prot-1904--ak--037.xml#L1179,prot-1904--ak--037
Kulturutskottets betänkande,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201819/prot-201819--031.xml#L10742,prot-201819--031
r 147 angående årligt understöd å allmänna indragningsstaten åt förre navigationsskoleföreståndaren Ivar Adolf Hjalmar Wilhelm Bolins änka Ida Graziella Elisabet Bolin född Wistrand,note,seg,0.6096203,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1923/prot-1923--fk--019.xml#L144,prot-1923--fk--019
Enligt utskottet tillhandakomna protokollsutdrag hade första kammaren visat nämnda memorial åter till utskottet varemot andra kammaren lagt memorialet till handlingarna,note,seg,0.59485686,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1927/prot-1927--fk--032.xml#L71,prot-1927--fk--032
30 Nr 5,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1964/prot-1964--fk--005.xml#L3053,prot-1964--fk--005
Herr Statsrådet Wern,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1873/prot-1873--ak--0426.xml#L3470,prot-1873--ak--0426
o 84 i anledning af Kongl Majts proposition angående upp låtelse till statens jernvägar af ett jordområde af förra militiebostället 5s mantal Billesholms gård no 1 i Malmöhus län,note,seg,0.63417286,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1901/prot-1901--ak--035.xml#L61,prot-1901--ak--035
Onsdagen den 30 Mars e m 33 No 22,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1898/prot-1898--ak--022.xml#L2671,prot-1898--ak--022
Anf 7 Försvarsminister PETER HULTQVIST ( S ),note,seg,0.6376982,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201617/prot-201617--082.xml#L4399,prot-201617--082
r 133 angående ändrad lydelse av rubrikerna nr 192 och 193 för maltdrycker och mjöd i gällande tulltaxa,note,seg,0.5584909,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1923/prot-1923--fk--019.xml#L106,prot-1923--fk--019
Fru JOHANSSON i Norrköping,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1952/prot-1952--ak--005.xml#L3756,prot-1952--ak--005
Frånvarande 11 S 4 M 9 SD 3 MP 3 C 1 V 5 FP 2 KD,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201415/prot-201415--082.xml#L9857,prot-201415--082
Herr Redelius,note,seg,0.54955935,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1897/prot-1897--ak--016.xml#L2368,prot-1897--ak--016
Överläggningen var härmed slutad,note,seg,0.6068959,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--066.xml#L1473,prot-199596--066
38 Justerades protokollsutdrag hvarefter kammarens ledamöter åtskildes kl 2s4 e m In fidem Hj Nehrman,note,seg,0.63081336,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1893/prot-1893--ak--029.xml#L2541,prot-1893--ak--029
Punkten 1,note,seg,0.51970226,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1880/prot-1880--ak--047.xml#L2879,prot-1880--ak--047
Denna lag träder i kraft den dag Konungen bestämmer,note,seg,0.5889346,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1952/prot-1952--ak--005.xml#L3703,prot-1952--ak--005
motionen nr 1025 till bankoutskottet och,note,seg,0.6390096,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1968/prot-1968--fk--038.xml#L2187,prot-1968--fk--038
6 ) de likalydande motionerna I 320 av herr Strandberg m fl och II 708 av herr Lothigius m fl,note,seg,0.60985285,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1969/prot-1969--fk--039.xml#L4711,prot-1969--fk--039
Herr statsrådet Sköld,note,seg,0.67725545,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1940/prot-1940-urtima-fk--018.xml#L528,prot-1940-urtima-fk--018
