content,tag,github,protocol_id
Skriftliga svar på följande frågor hade kommit in,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3153,prot-201920--048
den 11 december,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3157,prot-201920--048
201920509 De nya slussarna i Göta älv,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3160,prot-201920--048
av Jörgen Hellman (S),note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3163,prot-201920--048
till infrastrukturminister Tomas Eneroth (S),note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3166,prot-201920--048
201920513 Riksväg 83,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3169,prot-201920--048
av Lars Beckman (M),note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3172,prot-201920--048
till infrastrukturminister Tomas Eneroth (S),note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3175,prot-201920--048
201920516 Bristfällig lastsäkring,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3178,prot-201920--048
av Thomas Morell (SD),note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3181,prot-201920--048
till infrastrukturminister Tomas Eneroth (S),note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3184,prot-201920--048
 13 Kammaren åtskildes kl 1432,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3189,prot-201920--048
Sammanträdet leddes av andre vice talmannen,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3192,prot-201920--048
Vid protokollet,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3195,prot-201920--048
ANDERS NORIN,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3198,prot-201920--048
Olof Pilo,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--048.xml#L3201,prot-201920--048
Anf 129 CARLOSKAR BOHLIN (M) replik,intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5551,prot-201920--058
Fru talman Det finns tyvärr inte särskilt mycket i Emma Hults resonemang som hänger ihop Om rättsläget nu skulle vara så problematiskt i förhållande till Europakonventionen hade man inte gått fram ens med det här förslaget Rättsläget blir inte mer tydligt bara för att man ställer krav på ett tillgänglighetsanpassat badrum Det är ett helt och hållet obegripligt argument,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5555,prot-201920--058
Dessutom är Sverige en suverän stat Och det här är den statens högsta beslutande organ Det är vi i det här rummet som äger det rättsliga läget och som avgör vad vi vill göra med det fru talman,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5565,prot-201920--058
Om regeringen tycker att frågan är för dåligt beredd hade man kunnat åtgärda det Man har pratat om det här i två års tid och utflödet av det som från början var enkelt och lättbegripligt för alla inblandade blir ett tillkrånglat förslag Man gör också en lång rad svenskar besvikna De har väntat på att få bygga ytterligare fem kvadratmeter Men det visar sig att för att kunna göra det måste de bygga ett tillgänglighetsanpassat badrum vinterisolera ha treglasfönster och vad det nu kan vara Det är helt onödigt och helt bortkastat från regeringens sida fru talman,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5572,prot-201920--058
Anf 130 EMMA HULT (MP) replik,intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5584,prot-201920--058
Fru talman Jag vet inte om CarlOskar Bohlin uppfattade något av det jag just sa som lustigt eftersom han inledde sin slutreplik med att skratta åt det Det är lite härskartekniksaktigt Men vilken taktik CarlOskar Bohlin vill använda är upp till honom,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5588,prot-201920--058
Regeringen lägger till fem kvadratmeter så att man kan bygga en toalett så att det kan bli en dräglig bostad och så att vi kan se till att skapa fler bostäder i Sverige för att fler ska få någonstans att bo Det är vad regeringen gör,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5596,prot-201920--058
Jag vill att vi reder ut det rättsliga läget innan vi går vidare med de delarna Det är också vad civilutskottet kommer att göra i och med det som Moderaterna har drivit fram i utskottet,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5604,prot-201920--058
Vi behöver skapa fler bostäder Det här är ett led i att göra det,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5611,prot-201920--058
Anf 131 LARRY SÖDER (KD) replik,intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5616,prot-201920--058
Fru talman Jag tvivlar inte på att Emma Hult både har mod och tar ansvar Tyvärr visar historien att regeringen inte har samma mod eller tar samma ansvar som Emma Hult,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5620,prot-201920--058
Vi som vet hur planeringsprocesserna går till i kommunerna vet att det tar runt tre  fyra eller fem och kanske sex eller sju år innan en bostad är färdigställd Det betyder att de bostäder som färdigställdes 2015  2018 egentligen är en konsekvens av det arbete som alliansregeringen gjorde 2006  2014 Det betyder också att de bostäder som färdigställs just nu är en konsekvens av det arbete som gjordes av den regering som satt 2014  2018 Och det är otvetydigt att antalet bostäder som byggs i Sverige minskar Det minskade 2018 det minskade 2019 och det finns prognoser som visar att det kommer att minska även 2020 Även prognoserna för 2021 visar att det kommer att minska,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5627,prot-201920--058
Det är därför jag talar om att det är viktigt att politiker och januaripartierna är modiga och vågar ta ansvar Det är de som har ansvaret för Sverige De har ansvaret för att se till att det finns förutsättningar för människor och företag att bygga bostäder,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/201920/prot-201920--058.xml#L5642,prot-201920--058
En ny satsning på livsmedelsstrategin  varför inte Det kanske är dags att göra det för den livsmedelsstrategi som vi har i dag verkar inte fylla sin funktion Jag tycker att målen i den är ganska bra så jag vet inte om vi behöver ändra texter och annat Det är bra mål i livsmedelsstrategin men vi behöver ju ha verktygen Framför allt behöver de som ska producera maten ha verktygen så låt oss prata vidare om det,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10641,prot-202122--042
Anf 193 ISAK FROM (S) replik,intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10651,prot-202122--042
Fru talman Tack för ett engagerat anförande John Widegren,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10655,prot-202122--042
Skötselunderskottet var John Widegren inne på Jag tror att det säkert kommer att diskuteras på tisdag när utgiftsområde 20 och skydd av värdefull natur ska behandlas Jag håller med om att staten faktiskt måste ha pengar i sin plånbok för att klara av sina åtaganden,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10660,prot-202122--042
Sedan har John Widegren ett ganska högt tonläge när det kommer till äganderätten Jag skulle vilja säga att det är de partier som står bakom skogspropositionen som faktiskt har gjort arbetet för att säkerställa äganderätten  ersättningsrätten  för alla de enskilda skogsägare som lever med effekterna av de lagändringar och implementeringar som gjordes under alliansåren,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10669,prot-202122--042
Implementeringen av propositionen Gränser i skog särställde den fjällnära skogen som särskilt skyddsvärd och konsekvenserna av det vet vi ju vi har till exempel Änokdomen som belyser fjällnära skog som särskilt skyddsvärd Sedan hade staten inte verktyg i sin låda för att ersätta fullt ut Myndigheterna hade inte instruktioner och verktyg att göra det här Det är det som skogspropositionen ska säkerställa naturligtvis tillsammans med budgetanslagen,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10679,prot-202122--042
Det finns ett antal andra åtgärder som man vidtog Man misslyckades med implementeringen av artskyddsförordningen vilket var grunden till Artskyddsutredningen Nu finns ingenting med här men där finns det mycket att göra för att säkerställa att äganderätten fungerar fullt ut  Det är ju något som Moderaterna helt har missförstått eller absolut bortser ifrån,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10690,prot-202122--042
Anf 194 JOHN WIDEGREN (M) replik,intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10699,prot-202122--042
Fru talman Ja här kommer det igen Ersättningsmöjligheter  det är det man uppfattar som en stark äganderätt Det är det inte Det är inte en stark äganderätt att staten går in och tar enskilda skogsägares egendom oavsett om de får ersättning eller inte Vi har medel i budgeten till dem som blir nekade avverkning men på vår hearing lyfte Skogsstyrelsen upp  18 i skogsvårdslagen Skulle Socialdemokraterna vara beredda att se över den Det skulle kanske vara en intressant väg framåt,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10703,prot-202122--042
Jag tycker att det resonemang man hör från Socialdemokraterna är lite samma som det man hör från Miljöpartiet fru talman Det verkar inte finnas någon gräns uppåt Betyder det att Socialdemokraterna vill minska produktionen i svensk skog Är det så,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10715,prot-202122--042
Moderaterna vill det inte Vi tror att skogen är en otroligt viktig del i omställningen Det är en fungerande bioekonomi När det handlar om substitut för sådant vi kan använda i samhällets olika delar blir skogen otroligt viktig Vi tror att vi ska bruka skogen mer än vad vi gör i dag och vi är alldeles övertygade om att det går att göra Produktion och miljö går att uppnå tillsammans det har svenska skogsägare visat förut Det är många saker som går åt rätt håll när det kommer till den biologiska mångfalden Så länge de sakerna går åt rätt håll vad finns det för anledning att ändra på detta,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--042.xml#L10723,prot-202122--042
Industriklivet kan bidra till att både Sverige och EU satsar på mer fossilfri handelsgödsel Nu när vi måste minska beroendet av handelsgödsel är omställning till ekologiskt jordbruk en strategisk möjlighet,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2123,prot-202122--079
Vi vill värna ett livskraftigt svenskt lantbruk i hela landet Även småbrukare och lantbrukare med får och mjölkkor som får beta och hålla landskapet öppet måste prioriteras Det handlar inte bara om primärproduktionen utan också svensk livsmedelsindustri restaurangnäring handel och svenska konsumenter behöver stärka det svenska lantbruket,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2131,prot-202122--079
Anf 58 JOHN WIDEGREN (M) replik,intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2140,prot-202122--079
Fru ålderspresident Tack Maria Gardfjell för inspel i debatten,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2144,prot-202122--079
Det är många gånger svårt att förstå Miljöpartiets resonemang Man talar om hur man vill göra ditten och datten men har egentligen inte några konkreta verktyg Miljöpartiet talar ofta om att vi behöver ställa om till ett mer hållbart jordbruk Är det svenska jordbruket inte ganska hållbart i dag i jämförelse med övriga världen Det är min första fråga,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2149,prot-202122--079
Man talar ofta om att vi behöver odla mer ekologiskt Hur kommer det att leda till ökad produktion i Sverige Hur kommer det att leva upp till livsmedelsstrategins mål om en ökad produktion Vilka verktyg har Miljöpartiet för att öka produktionen i Sverige,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2159,prot-202122--079
Anf 59 MARIA GARDFJELL (MP) replik,intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2166,prot-202122--079
Fru ålderspresident Miljöpartiet har en lång rad verktyg för att stärka det svenska lantbruket inte minst inom klimatområdet Satsningarna på Klimatklivet och Industriklivet kommer att kunna hjälpa till för att göra svenskt lantbruk oberoende av fossil energi och klara klimatutmaningen De satsningar som vi föreslår och som vi har lagt fram i finansutskottet handlar om att stärka investeringsmöjligheten för det svenska lantbruket att själv producera ren energi,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2170,prot-202122--079
Det ekologiska lantbruket är starkt i Sverige och har varit det under många år Vi har många goda lantbrukare som producerar mycket ekologiska livsmedel,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2182,prot-202122--079
Anf 60 JOHN WIDEGREN (M) replik,intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2188,prot-202122--079
Fru ålderspresident Jag fick egentligen inte svar på hur vi ska öka produktionen av livsmedel i Sverige Miljöpartiet talar i stället om att stärka jordbruket Men jag vill veta hur man vill öka produktionen av livsmedel,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2192,prot-202122--079
Miljöpartiet talar väldigt ofta om diverse subventioner hit och dit och för det ena och det andra men vi måste stärka jordbruket i grunden utan subventioner och krispaket Det är dit vi måste komma Inom jordbruket säger folk själva att de vill ställa om De vill absolut minska sitt fossilberoende Men vi kan inte gå fram mot framtiden med noll i lönsamhet i dag för då kommer inga jordbrukare att klara omställningen Vi måste stärka lönsamheten nu så att vi kan komma vidare i resan framåt för att minska fossilberoendet,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2200,prot-202122--079
I dag kan man minska fossilberoendet väldigt mycket i tillverkningen av exempelvis mineralgödsel Det är bra för mineralgödsel ökar ju skördarna,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/202122/prot-202122--079.xml#L2212,prot-202122--079
36 Den 29 Mars e m,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1867/prot-1867--ak--0329.xml#L4118,prot-1867--ak--0329
ungdom utan hafva anländt från Rikets alla delar och än mindre för att tillgodose en enskild persons egennytta ty hvad som grundat denna läroanstalt är ej egennytta utan det varmaste och renaste nit för landtbruksnäringens förkofran,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1867/prot-1867--ak--0329.xml#L4122,prot-1867--ak--0329
Jag vill ej här trötta med en utförligare framställning i ämnet men tillåter mig dock att med några få ord beröra uppkomsten af ifrågavarande inrättning,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1867/prot-1867--ak--0329.xml#L4130,prot-1867--ak--0329
Stiftaren af densamma hade under loppet af flera år haft en undervisningsanstalt för ynglingar som ämnade utbilda sig till landtbrukare Under undervisningens gång märkte han alltför tydligt de olägenheter som vid densamma uppkommo derigenom att de fleste af eleverna saknade nödiga elementära förkunskaper och han hade dessutom gjort samma observation den tid han sjelf genomgick landtbruksskolan vid Degeberg Med tanken härpå inrättade han sin nuvarande skola vid hvars vidare utbildning han jemväl lade till grund exemplet från den berömda landtbruksskolan i Cirencester På detta sätt uppkom en skola som är en förening emellan landtbruksskolan och elementarskolan hvilken lemnar fullständig undervisning i humanistiska företrädesvis reala ämnen men ock i allt hvad till landtbruket hör Det är ej meningen att skolan skall vara en landtbruksskola i egentlig mening Undervisningen i de humanistiska kunskapsgrenarne är det hufvudsakliga men stittaren har med skäl ansett att man skulle bereda eleverna både nytta och nöje om de under mellanstunderna finge sysselsätta sig med ett praktiskt studium och ett praktiskt yrke såsom landtbruket Under de tre år som undervisningen på detta sätt fortgått har densamma jemväl lemnat de bästa resultat Den har pådrifvits så raskt att en elev som vid inträdet i skolan endast egde de för inträde i elementarskolans femte klass nödiga kunskaper efter dessa tre års förlopp är färdig att aflägga maturitetsexamen i Calmar,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1867/prot-1867--ak--0329.xml#L4137,prot-1867--ak--0329
Man har sagt att denna landtbruksskola skulle ega det felet att den yngling som 1 skolan inträdde skulle tvingas vid allt för tidiga år bestämma sig för landtbruksyrket,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1867/prot-1867--ak--0329.xml#L4164,prot-1867--ak--0329
Jag bestrider detta Den som inträder i skolan har dermed ingalunda gjort ett bestämdt val af yrke ty såsom jag förut haft äran anföra utbildas eleven icke ensamt eller ens hufvudsakligast för landtbruket utan erhåller derjemte en fullständig elementär underbyggnad och när han utgår ur skolan står verlden honom lika öppen som om han genomgått den allmänna elementarskolan på den reala linien,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1867/prot-1867--ak--0329.xml#L4171,prot-1867--ak--0329
Han har visserligen åtskilliga kunskaper i landtbruk men dessa hafva ej blifvit förvärfvade på bekostnad af de elementära studierna tvärtom hafva de bidragit att åt dessa sednare skänka en sund kraftig och praktisk rigtning Kunskapen är ej tung att bära på och jag tror sannerligen att ingen kommer att ångra de insigter han förskaffat sig i landtbruket och dess binäringar ty af inga andra torde man i allmänhet kunna hemta så stora fördelar så helsosamma och uppfriskande njutningar,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1867/prot-1867--ak--0329.xml#L4182,prot-1867--ak--0329
Jag yttrade att landtbruksskolan vid Ryssbylund åsyftar och verkligen meddelar sina lärjungar samma bildningsgrad som den reala linien inom elementarläroverken Kanske frågar man med anledning häraf hvarföre ynglingen för ernående af dessa kunskaper ej lika gerna kan välja ett vanligt elementarläroverk som denna specialskola Jag bör härvid,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1867/prot-1867--ak--0329.xml#L4194,prot-1867--ak--0329
Den 1 April f m 63,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1868/prot-1868--ak--0401.xml#L1860,prot-1868--ak--0401
kor Deremot bibehöll lagberedningen äfven den omedelbara bysättningen om än i väsendtlig mån inskränkt Beredningen ansåg dermed ett stort steg vara uttaget och endast en dess ledamot reserverade sig och önskade gå än längre eller just derhän som den Kongl Propositionen I anledning deraf yttrade Richert att han vore fullkomligt öfvertygad derom att hela bysättningslagen skulle komma till denna enkla bestämmelse  men tillade han jag tror i detta som i andra stycken att man ej hinner målet i ett steg och derföre har jag ansett pluralitetens förslag kunna begagnas såsom en öfvergång till något bättre,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1868/prot-1868--ak--0401.xml#L1864,prot-1868--ak--0401
Hvad Richert betecknade såsom målet för ifrågavarande lagstiftning det vill man nu knappast erkänna såsom ett steg framåt För min del ställer jag mitt mål i detta fall lika radikalt som någon af reservanterne och jag har till Statsrådsprotokollet uttryckligen törklarat att jag anser den Kongl Propositionen endast innefatta en öfvergångslag men det hindrar mig icke att anse den utgöra ett ganska stort steg ja antagligen så stort att våra bysättningshäkten om förslaget antages skola komma att stå i det närmaste tomma ty jag kan ej fatta hvarför man skulle mera undandraga sig den ifrågasatta eden än den i konkurssaker föreskrifna eller den som sterbhusdelegare äro skyldige att då det påfordras inför domstolen aflägga Då saken dessutom nu befinner sig i det läge att man åtminstone vid denna riksdag icke lärer kunna komma längre än den Kongl Propositionen föreslår synes det mig föga praktiskt att afslå densamma helst då den på intet sätt för framtiden lägger hinder i vägen för ett fullständigt genomförande af reformen Då en omarbetning af utsökningslagarne i deras helhet i alla fall skall företagas kommer denna speciela förordning att af sig sjelf upphöra och i den nya lagen komma väl icke andra stadganden att från den gamla lagen inflyttas än dem man finner rigtiga,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1868/prot-1868--ak--0401.xml#L1878,prot-1868--ak--0401
Herr Ahlgren,intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1868/prot-1868--ak--0401.xml#L1901,prot-1868--ak--0401
Då för ungefär fyra veckor sedan förevarande ärende behandlades af denna Kammare som dervid återremitterade Lag Utskottets i ämnet afgifna Utlåtande i ändamål att få bysättningen helt och hållet afskaffad hade Första Kammaren ännu icke fattat beslut i ämnet Sedan dess har emellertid sistbemälda Kammare med afslag å Herr Bovins motion antagit Kongl Majts nådiga Proposition och derigenom befinner sig frågan nu i ett helt annat stadium än då den sist härstädes behandlades Nu beror det af Andra Kammaren om någon lag skall stiftas i den syftning den Kongl Propositionen afser gående derpå ut att bysättningen skall partielt afskaffas eller om nu gällande bysättningslagar tillsvidare skola bibehållas oförändrade Endast emellan dessa båda alternativer har man nu att välja och jag vill särskildt betona att när denna Kammare förra gången återremitterade ärendet något beslut i ämnet då icke ännu var fattadt af Första Kammaren så att man verkligen kunde hoppas medelst en återremiss komma derhän att genom lagstiftningen nu på en gång få bysättningstvånget helt och hållet afskaffadt Enligt mitt förmenande befinnas stora bristfälligheter och olägenheter vidlåda så väl de nu gällande lagbestämmelserna inom ifrågavarande område som äfven det förslag hvilket innefattas i den nådiga Propositionen men då de nuvarande lagbestämmelserna äro om jag så får uttrycka mig mera,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1868/prot-1868--ak--0401.xml#L1904,prot-1868--ak--0401
Den 17 April f m 261,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1869/prot-1869--ak--0417.xml#L706,prot-1869--ak--0417
För min del tror jag att man i afseende å normalkontraktet kan framställa den väsendtliga anmärkning att detsamma icke medför sådan lindring hvarpå de som af indelningsverket äro betungade i detta hänseende möjligen skulle kunna hafva anspråk Hvad detta anspråk beträffar vill jag i förbigående nämna att jag icke betraktar detsamma från juridisk ståndpunkt dels emedan derom redan nog mycket har blifvit kämpadt och dels derföre att jag anser nödvändigheten att göra eftergifter hufvudsakligen grunda sig på billighetsoch klokhetsskäl Betraktar jag deremot normalkontraktet från rent militärisk synpunkt måste jag bekänna att jag anser detta kontrakt om det kunde komma till stånd vara ett ganska väsendtligt steg framåt dels derigenom att rekryteringsskyldigheten fråntages rustoch rotehållarne och lägges iarmébefälets händer och dels derigenom att soldatens tjenstetid inskränkes I dessa båda omständigheter har jag funnit ligga ett par af de mest väsendtliga brister som vidlåda det gamla indelningsverket och måste derföre uttrycka min tillfredsställelse att de blifvit föreslagna att afhjelpas,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1869/prot-1869--ak--0417.xml#L710,prot-1869--ak--0417
I afseende på den ifrågasatta lindringen innehåller normalkontraktet en betydlig fördel så till vida som det genom att bestämma lönebidraget att utgöras blott med ett visst begränsadt mått spanmål förenklar de besvär och de utgifter rustoch rotehållarne hafva för den indelta soldatens underhåll och aflöning Jag känner väl icke närmare till beskaffenheten af de olika slags lönevilkor som i afseende å soldatens underhåll nu måste utgöras emedan min hemort är indelad till båtsmanshåll men då jag hört aflöningssättet vara nästan detsamma för soldaten som för båtsmannen kan jag sluta mig till soldatrotehållets skyldigheter derigenom att jag varit i tillfälle finna hvilka trakasserier och olägenheter samt stora och ojemna kostnader som derföre att lönen måste utgå med bidrag af mångahanda olika arter i penningar spanmål hö halm kobete kåltäppa juloch reskost m m äro förenade med skyldigheten att underhålla båtsmän Vi nere i min ort hafva härpå ett färskt exempel från sistlidet år då såsom bekant svår missväxt ej blott på spanmål utan ock på foder der inträffade under denna för dem mycket bekymmersamma tid då de icke vetat hvar de skulle anskaffa penningar för att köpa föda både åt sig sjelfva och sina kreatur hafva rotehållarne måst betala en så dryg lösen för det hö som de varit skyldige lemna sina båtsmän att utgiften derföre blifvit flera gånger större än under vanliga förhållanden För att undslippa detta för rotehållaren skadliga förhållande att han just då han har svårast att sjelf draga sig fram skall vara nödsakad att göra så mycket drygare utbetalningar till sin båtsman eller sin soldat samt för att derjemte komma till mera enkelhet och bestämdhet i afseende på aflöningens utgörande måste det derföre vara förenadt med stor fördel om den lindring kan åstadkommas att rotehållaren får sig ålagdt eller medgifvet att årligen betala helst en viss summa penningar eller åtminstone ett visst qvantum säd men derigenom blir befriad från andra ovissa och ojemna besvär och omkostnader,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1869/prot-1869--ak--0417.xml#L732,prot-1869--ak--0417
Deremot anser jag normalkontraktet ega ett stort fel derutinnan att detsamma föreslagits skola gälla lika för hela landet ty samma förhållanden kunna icke vara rådande i Skåne och i Norrland i ett väl odladt och tätt befolkadt slättland som i ett ouppodladt och glest bebygdt,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1869/prot-1869--ak--0417.xml#L768,prot-1869--ak--0417
170 Den 28 April f m,note,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1286,prot-1870--fk--0428
myndigheten att bestämma huru stor denna vinst skall blifva Att derför såsom den föregående talaren ansåg tillse att städerna ej tillegna sig något af de 3delar som tillkomma landstingen och hushållningssällskapen det kan väl ej den kontrollerande myndigheten göra Handelsvinsten är nemligen beroende icke på kannetalet som bolaget anses afyttra utan på det pris hvartill bränvinet realiseras och detta är omöjligt för Konungens Befallningshafvande att bestämma Deremot tror jag att Konungens Befallningshafvande i allmänhet uppfattat såsom en pligt att vid pröfningen af anbud tillse att hushållningssällskapens och landstingens rätt ej trädes för nära åtminstone vet jag att man inom Blekinge län sökt göra det Skulle man nu vilja arrangera så att Konungens Befallningshafvande skulle slippa en sådan pröfning vore väl inga mer belåtna dermed än just dessa myndigheter hvilka ofta komma i en obehaglig ställning till städerna i följd af den nu gällande lagstiftningen En talare nämnde äfven att om ett bolag bestode af personer hvilka hvar för sig ej skulle vara berättigade eller tjenliga att drifva sådan rörelse skulle man ej kunna komma att låta dem i bolag bedrifva den men jag tror att Konungens Befallningshafvande just har rätt att jemväl med afseende på personernas tjenlighet antaga eller förkasta de bolag som anmäla sig För min del får jag yrka afslag på ifrågavarande punkt,seg,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1290,prot-1870--fk--0428
Herr Tornerhjelm,intro,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1870/prot-1870--fk--0428.xml#L1315,prot-1870--fk--0428
