content,tag
Torsdagen den 24 mars,note
Kammaren sammanträdde kl 1600,note
Justerades protokollet för den 18 innevarande måna,note
Anmäldes och godkändes andra lagutskottets förslag,note
r 95 i anledning av väckta motioner om ersättni,note
r 96 i anledning av väckta motioner om samordni,note
Ang utländska studerande i Sverige,note
Herr statsrådet och chefen för inrikesdepartemente,note
Herr talman Fru Ingrid Segerstedt Wiberg har fråg,seg
I utlänningskungörelsen finns vissa särskilda best,seg
ber Under andra tider på året kan sådan utländsk,seg
Enligt ett generellt bemyndigande kan polismyndigh,seg
De regler som jag har redogjort för nu är inte änd,seg
I fråga om anställning som diskare eller köksbiträ,seg
Fru SEGERSTEDT WIBERG (fp),intro
Herr talman Jag ber att få tacka för svaret som ,seg
Då jag ställde frågan hade just pressen i Stockhol,seg
Av svaret framgår att några egentliga nya svårighe,seg
42 Nr 34,note
Ang den ekonomiska politiken m m,note
part är en väsentlig motor i vår ekonomiska utvec,seg
Jag tror att vi har anledning  och vi har förrest,seg
Det vore naturligtvis roligt att avge en skattepol,seg
I det avseendet vill jag endast påpeka för herr Ho,seg
Måndagen den 29 maj 1967 fm,seg
kravet på full sysselsättning har en tyngd och e,seg
Sedan vill jag gärna för att rätt skall vara rätt,seg
Herr BENGTSON (cp) kort genmäle,intro
Herr talman Statsrådet Wickmans andra anförande v,seg
Beträffande mervärdeskatten återgick han till de,seg
24 Nr 38,note
Onsdagen den 20 november 1968,note
Onsdagen den 20 november,note
Kammaren sammanträdde kl 1000,note
Justerades protokollet för den 12 innevarande måna,note
Ledighet från riksdagsgöromålen för att såsom ombu,note
Anmäldes och godkändes bevillningsutskottets försl,note
Herr TALMANNEN yVvttrade,note
Plenum fredagen den 22 november som i den prelimi,note
Föredrogs och hänvisades till statsutskottet Kungl,note
Föredrogs och hänvisades till lagutskott Kungl Ma,note
Föredrogos och hänvisades,note
motionen nr 1025 till bankoutskottet och,note
motionen nr 1026 till bevillningsutskottet,note
Ang sekretess vid psykologiska undersökningar i a,note
Föredrogs ånyo konstitutionsutskottets utlåtande ,note
I detta utlåtande hade konstitutionsutskottet beha,note
Kungl Majt hade bland annat förordat ett tillägg,note
I anledning av propositionen hade väckts en motio,note
Onsdagen den 3 december 1969 fm,note
r 165 i anledning av motioner om det statliga st,note
r 166 i anledning av motioner om rätt för elev a,note
Vad utskottet i dessa utlåtanden hemställt bifölls,note
Ang den statliga trafikpolitiken m m,note
Föredrogs ånyo statsutskottets utlåtande nr 167 i,note
Till behandling i ett sammanhang hade utskottet fö,note
1) de likalydande motionerna 171 av herr Werner,note
2) de likalydande motionerna I 117 av herr Thors,note
3) motionen 1I197 av herrar Blomquist och Thorst,note
4) de likalydande motionerna 1 198 av herrar Tag,note
5) de likalydande motionerna I 202 av herr Skårm,note
6) de likalydande motionerna I 320 av herr Stra,note
7) de likalydande motionerna I 376 av herr Erik ,note
8) de likalydande motionerna I 603 av herrar Dah,note
9) de likalydande motionerna I 605 av herr Högst,note
10) de likalydande motionerna I 612 av herrar Ni,note
4 Första kammarens protokoll 1969 Nr 39,note
Nr 39 49,note
Ang den statliga trafikpolitiken m m,note
11) de likalydande motionerna I 615 av herr Joha,note
12) de likalydande motionerna 1 629 av herr Rika,note
I motionerna 171 och 1187 hade yrkats att riksd,note
I motionerna I 117 och II138 hade föreslagits a,note
I motionen I 197 hade hemställts att riksdagen h,note
I motionerna 1198 och II 216 hade anhållits att,note
I motionerna I 202 och II 222 hade yrkats att r,note
I motionerna I 320 och II 708 hade framställts f,note
1 uppmana pågående statliga utredningar inom traf,note
2 uppdraga åt trafikpolitiska delega,note
34 Nr 44,note
Torsdagen den 10 december 1970 fm,note
Tillämpning av allmänna prisregleringslagen tilli,note
prisstoppet,note
män prisreglering som inhämtats från de norska my,seg
Möjligheterna att ingripa med prisreglering är enl,seg
När det partiella prisstoppet i Sverige infördes b,seg
Vad slutligen gäller behandlingen av ansökningar o,seg
Drygt två tredjedelar av besluten innebar bifall h,seg
Vidare har herr Åsling frågat statsministern hur m,seg
Frågan har överlämnats till mig för besvarande,seg
Det allmänna prisstoppet infördes i syfte att hejd,seg
den av olika slag kommer att i positiv,seg
Nr 75,note
Tisdagen den 4 maj 1971,note
Ang antalet sup,note
pleanter för kommunfullmäktige,note
30,note
skulle ha kunnat finna en meningsfull sysselsättni,seg
När det gäller tidpunkten för denna diskussion vil,seg
Överläggningen var härmed slutad,note
 7 Ang antalet suppleanter för kommunfullmäktige,note
Herr civilministern LUNDKVIST erhöll ordet för att,note
Fru talman Herr Enlund har frågat mig om jag har,seg
Sedan år 1970 kan kommunerna besluta att suppleant,seg
I propositionen 129 år 1969 som låg till grund fö,seg
Nr 121 förra propositionen vara med övervägande ja,note
Onsdagen de,note
22 november 1972 Förslag till,note
vallag m m,note
Den som vill att kammaren bifaller konstitutionsut,note
den det ej vill röstar nej,note
Vinner nej har kammaren bifallit reservationen nr,note
Vid omröstning genom uppresning förklarades flerta,note
röstning gav följande resultat Ja  206 Nej 112,note
Mom b Propositioner gavs på bifall till dels utsk,note
begärt votering upplästes och godkändes följande v,note
Den som vill att kammaren bifaller konstitutionsut,note
den det ej vill röstar nej,note
Vinner nej har kammaren bifallit reservationen nr,note
Vid omröstning genom uppresning förklarades flerta,note
Ja 234 Nej 81 Avstår 3,note
Punkten 2 Utskottets hemställan bifölls,note
Punkten 3,note
Propositioner gavs på bifall till dels utskottets,note
Den som vill att kammaren bifaller konstitutionsut,note
100 Vinner nej har kammaren bifallit reservatione,note
m fl,note
Nr 42,note
Onsdagen den 14 mars 1973,note
Avdrag för resor,note
med egen bil,note
36,note
arbetstid under det att den sistnämnde gör sina re,seg
Skatteutskottets avstyrkande av vår motion måste v,seg
1 Hur motiverar utskottet att resor till och frå,seg
2 Eftersom man redan nu har ett likartat avdrag p,seg
3 Hur motiverar utskottet att en särskild kostnad,seg
Jag hoppas herr talman att utskottets företrädar,seg
Herr CARLSTEIN (s),intro
Herr talman Enligt riksskatteverkets anvisningar,seg
I motionen 17 och i reservationen krävs en generös,seg
I motionen 127 av herr Enlund m fl krävs enhetli,seg
Nr 126,note
Torsdagen den 21 november 1974,note
Om upphävande av etableringsstoppet för tandläkare,note
Herr TORWALD (c),intro
Herr talman Först ber jag att å mina egna och ka,seg
Låt mig som bakgrund till min fråga redovisa några,seg
Jag är alltså mycket tacksam för det svar som stat,seg
Herr socialministern ASPLING,intro
Herr talman Jag vill börja med att svara på de tv,seg
Får jag därefter herr talman något kommentera de,seg
Herr Ringaby började med att säga att han inte sku,seg
Nr 30,note
Onsdagen den 5 mars 1975,note
Stöd till idrotte,note
förekommer som måste övervinnas Denna misstro bot,seg
I propositionen med anledning av idrottsutredninge,seg
Av den anledningen återstår alltså en del organisa,seg
Jag vill inte polemisera mot vännen Hans Alsén Ha,seg
Som ledamot av Riksidrottsstyrelsen vill jag med a,seg
Bidragsfördelningen till de utanför RF stående org,seg
Herr Alsén påpekade att ett besvärligt läge skulle,seg
I ett inlägg i budgetdebatten den 5 februari uttry,seg
Nr 25,note
Torsdagen den 11 november 1976,note
Om den framtida,note
sysselsättningen för anställda vid kärnkraftsbygge,note
64,note
berörda kommunerna Jag kommer själv från en såda,seg
Statsrådet Johansson gav en alldeles felaktig bild,seg
Det är naturligtvis ert av de stora problemen för,seg
Lever de i den föreställningen att ansvarige minis,seg
Jag har velat göra bilden av situationen riktig O,seg
Herr SJÖNELL (c),intro
Herr talman Jag hade i förstone inte tänkt lägga,seg
När herr Lidbom var statsråd var han känd för att,seg
Det finns inga märkvärdiga komplikationer i detta,seg
löst  det hade lösts av Akautredningen Nu har ,seg
För vår del anser vi att det behövs en särskild vi,seg
Herr talman I detta sammanhang är det utan tvivel,seg
placera ersättningsbestämmelserna i en särskild la,seg
För den som inte av ren vrånghet vill förvanska de,seg
Herr talman Motionärerna och reservanterna gör et,seg
Nr 107,note
Torsdagen den 14 april 1977,note
Särskilt tillstånd att tillföra kärnreaktor kärnbr,note
53,note
ombyggnad Kommunerna kommer således att tillföras,seg
Småhusköparnas ställning måste stärkas utan att kr,seg
Jag tolkar det svar jag fått på det sättet att sta,seg
Bostadsministern ELVY OLSSON,intro
Herr talman Jag kan verkligen försäkra att jag se,seg
Det är som Stina Eliasson säger så att energihus,seg
Överläggningen var härmed slutad,note
 4 Om läromedelsinformatione,note
Statsrådet BRITT MOGÅRD erhöll ordet för att besva,note
134 och anförde,note
Herr talman Margot Håkansson har frågat mig om ja,seg
Låt mig inledningsvis erinra om att SIL inrättades,seg
Nr 121,note
Måndagen de,note
17 April 1978,note
Om läromedelsin,note
formatione,note
109,note
Nr 33,note
Onsdagen den 21 november 1979,note
Användningen av kemiska medel i jordoch skogs,note
bruket,note
76,note
centerpartister om hur de här frågorna först togs,seg
I motionen tog jag upp handelsgödsel bly i bilavg,seg
Men herr talman jag begärde i första hand ordet ,seg
Några synpunkter bör anföras på den svårighet som,seg
Bengt Silfverstrand försöker bagatellisera de insa,seg
Om man tar ut 1 000 m vatten med 50 mg nitrat per,seg
Jag tycker att det är att bagatellisera problemet,seg
Vi har alla under valet upplevt debatten om följde,seg
har ställt nämligen frågan om en kärnvapenfri zo,seg
Jag vill också ge utrikesministern en eloge Jag t,seg
Som vi alla känner till händer det väldigt litet p,seg
Fredagen den 12 december 1980,note
Om en kärnvapenfri zon i Norden mm,note
konstruktiva lösningar även när nästan ingen längr,seg
Det mesta som sker på detta område är således myck,seg
Skall man försöka finna något positivt är det väl,seg
I detta läge när nedrustningsförhandlingarna inte,seg
Riksdagen har lagt fast målsättningen för nedrust,seg
Det har emellertid hittills inte från svensk sida,seg
Nr 163,note
Onsdagen den 10 juni 1981,note
Industripolitikens inriktning m m,note
16,note
äringslivet Vinst har man betraktat som någonti,seg
Innehållet i de olika reservationerna i övrigt har,seg
Som det har sagts många gånger tidigare är det de,seg
I fråga om det nordiska samarbetet som Jörn Svens,seg
Med detta vill jag herr talman yrka bifall till ,seg
Anf9 HUGO BENGTSSON (s) replik,intro
Herr talman Johan Olsson konstaterade att den sve,seg
När nu Johan Olsson konstaterar att den svenska ek,seg
I fjol Johan Olsson minskade antalet industriarb,seg
förtroendet att hantera sekretessfrågorna men mot,seg
Att datainspektionen är försiktig och håller ige,seg
Andre vice talmannen anmälde att Knut Wachtmeister,note
Anf 34 SVENGÖSTA SIGNELL (s),intro
Herr talman En mycket viktig del i alkoholpolitik,seg
Jag är inte kritisk mot kampanjernas utformning u,seg
Jag kan med glädje konstatera att jag från många m,seg
Nr 132,note
Onsdagen den 28 april 1982,note
Alkoholoch nar,note
kotikamissbruket,note
m m,note
43,note
Nr 30,note
Onsdagen den 23 november 1983,note
Åtgärder mot försurninge,note
96,note
aturvårdsverket har vi inte reserverat oss just p,seg
I yrkande 4 i vår motion tar vi upp försurningens,seg
Vi har också tagit upp frågan om kontroll av drick,seg
Herr talman Med det nu anförda yrkar jag bifall t,seg
Anf 115 KERSTIN ANDERSSON (c),intro
Herr talman Försurningen är ju som tidigare påta,seg
De som varit i Västtyskland och sett skogen där är,seg
Mittenregeringens förslag om begränsning av svavel,seg
Eftersom det inte har fattats något säkert beslut,seg
Nr 44,note
Onsdagen den S december 1984,note
Frioch rättighetsfrågor,note
42,note
Anf 40 FÖRSTE VICE TALMANNEN,note
Konstitutionsutskottets betänkanden 8 11 12 och ,note
Först upptas alltså konstitutionsutskottets betänk,note
Frioch rättighetsfrågor,note
Anf 41 ANDERS BJÖRCK (m),intro
Fru talman Konstitutionsutskottets betänkande 198,seg
I växande utsträckning har ett allt maktfullkomlig,seg
Vad gäller yrkesfriheten kan vi se på utvecklinge,seg
Denna lista skulle kunna göras mycket lång Men ja,seg
Det är mot denna bakgrund som det i motioner frå,seg
Det bör kanske påminnas om att ett positivt erkä,seg
förpliktelser mot ett litet land som befinner sig,seg
Överläggningen var härmed avslutad,note
4  Svar på fråga 198485527 om bilstödet åt hand,note
Anf 8 Socialminister STEN ANDERSSON,intro
Herr talman Pär Granstedt har frågat mig om reger,seg
Riksdagen har den 28 mars 1985 enligt regeringens,seg
Jag avser att framöver återkomma till frågan om bi,seg
Anf 9 PÄR GRANSTEDT (c),intro
Herr talman Jag ber att få tacka socialminister,seg
En egen bil och då en bil som är anpassad till de,seg
Reglerna för bilstöd åt handikappade är  även eft,seg
Detta är sorgligt för de berörda handikappade som,seg
För många handikappade blir alternativet att i sto,seg
3 Riksdagens protokoll 198485142145,note
Nr 143,note
Måndagen de,note
13 maj 1985,note
Om bilstödet åt,note
handikappade,note
33,note
Prot 19868732,note
20 November 1986,note
Jämställdhet,note
116,note
området inom den offentliga sektorn där det går så,seg
Anf 178 GÖREL THURDIN (c),intro
Herr talman Margareta Winbergs inlägg var väldigt,seg
de under antiken Men år 1933 tog centerkvinnorna,seg
Det var en sak som jag hakade upp mig på Margaret,seg
Vi har omfattande projekt på gång för att få flick,seg
Sedan tror jag faktiskt att vi får be de manliga r,seg
Anf 179 MARGARETA WINBERG (s),intro
Herr talman Först till den senaste talaren här D,seg
Det här med jämställdhetsarbetet under antiken är,seg
Ingrid Hemmingsson hade inte läst artikeln i fråga,seg
Jag vill bara att Ingrid Hemmingsson svarar på frå,seg
Anf 180 GÖREL THURDIN (c),intro
Herr talman Även jag tycker att den offentliga se,seg
Prot 198687100 2 april 1987,note
Allmän kulturverksamhetm m,note
122,note
liknande exempel från andra delar vilket ytterlig,seg
Anf 154 CATARINA RÖNNUNG (s),intro
Herr talman Jag skall kortfattat beröra kulturuts,seg
Statens stöd till kulturarbetare kommer nästa budg,seg
Herr talman Kulturarbetarnas ekonomiska situatio,seg
Den viktigaste reformen mätt i pengar i kulturbu,seg
KRO önskar att även deras medlemmar skall få förha,seg
Utskottet anser att staten har ett ansvar för utst,seg
Folkpartiet och centern anser att ersättning bör u,seg
Utskottet anser att under anslaget Bidrag till ko,seg
198788356 av Margareta Mörck (fp) om Skånska Tea,note
Fredagen den 19 februari Kompletteringsväl till ut,note
7 74,note
TS,note
Hvad det andra skälet beträffar eller att genom bo,seg
Nr 24,note
Angående ändring af vissa paragraferi värnpliktsla,note
12 Onsdagen den 29 mars f m,note
Man kan ju sätta i fråga hvarför Kungl Majt var,seg
Man har invändt att antagandet af detta lagförsla,seg
Man har vidare antydt att antagandet af detta lag,seg
Lördagen den 17 februari 21,note
annat på Kungl Majts behandling beroende lagstif,seg
Om man summerar ihop de nu angifna synpunkterna s,seg
Nr 8,note
Ang ändring i förordningen om tiodrig preskriptio,note
Nr 38,note
Angående anteckning i kyrkobok av lekmannadop,note
(Forts),note
24 Lördagen den 26 april e m,note
och säger ifrån hur det är Om jag vädjar till ka,seg
Vi se saken så och hålla före att det är en ordni,seg
Herr Månsson,intro
Herr talman mina herrar Det är ju så att vi oft,seg
som här hava uttalats På samma gång må man dock ,seg
att de frikyrkliga i sin tur visa tillmötesgående,seg
Onsdagen den 21 januari 3 Nr d,note
Härefter vidtogs enligt givna bestämmelser fördel,note
herr Åström från nationella partiet  Berglund,note
Företogs val av tio suppleanter i bevillningsutsko,note
Härpå bestämdes till den utsträckning som för uts,note
För nationella partiet uppfördes såsom,note
ar 1 herr Östberg Johan,note
 2  Danström,note
  Hallin,note
  Knaust,note
  Forssmann,note
  Magnusson Carl Th   Bondeson,note
vilka sju namn i denna följd upptagits å gruppens ,note
r 1 herr Ljunggren Elof  2  Nilsson Karl Aug,note
vilka tre namn i denna följd upptagits å gruppens ,note
vilket enda namn förekom å gruppens alla valsedlar,note
 FP OVR 02,note
Nr 6,note
Remiss av 7,note
statsverksropositionen (Forts),note
38 Lördagen den 23 januari,note
ligen exporten fortgått hela tiden men exportmöjl,seg
Om icke exporten får fortgå bliver naturligtvis f,seg
Det nu sagda gäller om nötkreatursexporten Men de,seg
Här har emellertid sagts att ett exportförbud mås,seg
Nr 82,note
50 Lördagen den 3 juni f m,note
Lagförslag säkring Huru som helst säkert är att,note
för olycksfall i arbete,note
(Forts),note
dustrier för vilka en sådan tunga kan bliva rent ,note
Herr greve och talman jag tillåter mig medan jag,seg
Då både principiella och praktiska skäl tala mot e,seg
Herr von Koch,note
Herr talman mina herrar Det var med stor tillfre,seg
Nr 28,note
36 Onsdagen den 7 mars,note
Ang utarreadessa bestämmelser tillämpats ute i pr,note
dering av,note
prästerskapets,note
löneboställen (Forts),note
melsers tillämpning framgår av motionen som belys,note
Nu kan mot de exempel jag anfört riktas den anmärk,seg
Tisdagen den 17 december e m 5,note
Jag skall nu övergå till den paragraf som man ege,seg
Sedan har jag i fråga om landstingsmannavalen före,seg
Detta är den första delen av motionen TI den andr,seg
Sedan har jag i avseende å kvinnans rösträtt också,seg
Nr 18,note
Om den kommaunala rösträtten m m,note
(Forts),note
Nr 39,note
44 Lördagen den 17 maj e m,note
Lönereglering att de frågorna måste betraktas ur s,note
för provinsial,note
läkare m m (Forts),note
får man icke lägga på vanliga synpunkter utan all,seg
Nu har man om förhållandena i Norrland påpekat at,seg
Då frågan behandlades i statsutskottet förde man ,seg
Nr 66,note
52 Lördagen den 29 maj f m,note
Ang ändrad tera min motion så bör han läsa den r,note
ringsformen (Forts),note
Nu är det uppenbart att den nya kyrkoteori som m,seg
Vad skulle då beviset vara för att kyrkan icke är ,seg
argumenteringen vill jag icke närmare gå in på  d,seg
professor Linderholm underkastat hela denna teori,seg
Men reservanterna och särskilt den reservation so,seg
Nr 60,note
Ang understöd åt nykterhetsnämnderna m m,note
(Forts),note
10 Måndagen den 13 juni f m,note
ärmare bestämmelser som kunde av Kungl Majt fa,seg
a) på tilläggsstat för år 1921 ett förslagsanslag,note
b) å 1922 års stat ett förslagsanslag högst 100,note
av herr Ollas A Ericsson,intro
Efter föredragning av utskottets hemställan yttrad,intro
Herr Jansson i Falun,intro
Herr talman Den motion som här är väckt av herra,seg
Gent emot dessa påståenden vill jag endast framhål,seg
Gent emot talet om att det är enskilda motionärer,seg
Med hänvisning i övrigt till den synnerligen utför,seg
Herr Anderson i Råstock,intro
Ja herr talman den nu sist anförda omständighete,seg
Onsdagen den 26 april 23 Nr 27,note
Han har icke bestritt att om lagen nu antages oc,seg
jag mitt yrkande,seg
Herr Petrén Alfred,intro
Endast ett par ord Greve Spens nämnde i sitt förs,seg
Huruvida på grund av lagens utvidgning  den bästa,seg
Efter det överläggningen förklarats härmed slutad,seg
Nr 18,note
2 Lördagen den 17 mars f m,note
r 132 med förslag till bestämmelser angående arv,note
r 133 angående ändrad lydelse av rubrikerna nr 1,note
r 134 med förslag till förordningar om dels ändr,note
r 136 angående tecknande av aktier i ett för öve,note
r 137 med förslag till kungörelser angående dels,note
r 138 angående tillfälliga lönetillägg åt vissa ,note
r 139 angående upplåtelse av rätt till stenbryt,note
r 142 med förslag till lag om vissa ändringar i ,note
r 143 med förslag till förordning om ändrad lyde,note
r 147 angående årligt understöd å allmänna indra,note
r 167 med förslag till förordning om ändrad lyde,note
r 168 med förslag till förordning om vissa ändri,note
r 169 angående viss ändring i gällande bestämmel,note
Anställdes vat av tio suppleanter i riksdagens sär,note
Onsdagen den 14 maj f m 33 Nr 35,note
så inte kan genom en skyhög tull helt tvärt avskär,seg
Andra kammarens protokoll 1924 Nr 35 3,note
Nr 33,note
2 Tisdagen den 12 maj,note
Majts föreliggande proposition nr 227 kan jag ic,seg
Av uppgifterna å sidan 9 i den kungl propositione,seg
Efter dessa upplysningar vågar jag nu tillräkna mi,seg
Innevarande års officiella renräkning ger vid hand,seg
Att ett dylikt sakförhållande först nu och därtill,seg
För mig vill det emellertid synas att man efter l,seg
Onsdagen den 10 mars f m 45,note
olika delarna av densamma stod det för mig klart,seg
Nu har herr justitieministern här klargjort åtskil,seg
När det gäller denna förflyttning av kyrkoärendena,seg
Men det är en annan sak som man här skulle kunna ,seg
Nu är det så att utskottet i sitt betänkande ocks,seg
När jag då ser frågan från den synpunkten och ser ,seg
Då det nu gäller att avgöra vilket av dessa båda ,seg
Nr 16,note
Ang lag om slatsdepartcmenten,note
(Fortw),note
RIKSDAGENS PROTOKOLL 1927 Första kammaren Nr 32,note
Torsdagen den 19 maj f m,note
Kammaren sammanträdde kl 11 f m,note
Föredrogos men bordlades ånyo på flera ledamöters,note
Föredrogs ånyo första lagutskottets memorial nr 43,note
Sedan kamrarna fattat skiljaktiga beslut rörande f,note
örfallit,note
Enligt utskottet tillhandakomna protokollsutdrag h,note
Med anledning av vad sålunda förekommit hade utsko,note
gande memorialet hemställt till första kammaren a,note
Till följd härav föredrogs nu ånyo sistnämnda memo,note
Herr Åkerman,intro
Herr vice talman Jag får hemställa att första ka,seg
Efter härmed slutad överläggning lades första lagu,note
Föredrogs men bordlades ånyo på flera ledamöters ,note
Fortsattes överläggningen rörande punkten Ba4 av,note
Första kammarens protokoll 1927 Nr 32 1,note
Ang slaktlagsfrågan,note
Ang omorganisation av det högre skolväsendet,note
(Forts),note
Onsdagen den 23 maj e m 69,note
under året uppgick till 300 kubikmeter utgör allt,note
I fortsättningen avverkar han därefter jämnt tillv,note
5 I avseende å hemmavarande barn gäller att bar,note
äg sbögan bestämmes efter förhållandet vid taxeri,note
6  Till avdragsgill underhållskostnad räknas bl,note
Skyddsdikning å skogsmark därför avdrag får ske ,note
Sedan paragrafen med anvisningar föredragits anfö,note
Herr Brännström,intro
Herr talman Vid denna paragraf där det förekommer,seg
Jag vill då först säga några ord om skogsbeskattni,seg
Nr 87,note
Ang kommunalskattelag mm,note
(Forts),note
Nr 438,note
Ang förordning om Svenska bostadskreditkassan,note
(Forts),note
140 Lördagen den 1 juni e m,note
70 öre och i Göteborg för inemot 6000000 kronor,seg
Nu resonerar majoriteten så att man kan gott avsl,seg
Jag vill sluta med detta Samtidigt som jag vill f,seg
Jag vill därpå på det livligaste hemställa till ka,seg
Herr Ekman,intro
Herr talman Jag vill säga att det nog är alldele,seg
Det är slutligen egendomligt att i samma ögonblic,seg
När som här är fallet förslaget därtill grundar ,seg
Nu förmodar jag emellertid att saken är avgjord ,seg
Nr 35,note
Ang vissa sociala jordfrågor (Forts),note
148 Lördagen den 17 maj e m,note
kunna sammankoppla dessa ting Vidare talade herr ,seg
Herr Spångberg Tillåt mig till sist med anledning,seg
Sedan säger herr Spångberg att jag väntar så oerh,seg
Nr 4,note
Statsuerks,note
proposutonen,note
(Forts),note
20 Lördagen den 17 januari,note
FE låtit göra en mycket grundlig undersökning och ,seg
Man syftar naturligtvis om man går längst tillbak,seg
År 1925 börjades motionerandet i riksdagen rörande,seg
Följande år återkommo samma motionärer Även då gä,seg
Följande år eller 1927 återkommo motionärerna ige,seg
Följande år eller 1928 återkommo motionärerna ige,seg
Såvitt jag kunnat utröna är detta i korthet histo,seg
Nr 48,note
Ang tull å vissa slag av fisk m m (Forts),note
70 Onsdagen den 25 maj e m,note
Norge stor och priserna pressas ner genom den hår,seg
När jag var i mitt hem nu i pingst sammanträffade,seg
Vi hava nu icke begärt någon hög tull En krona pe,seg
Vi äro övertygade om att det krav som härigenom ,seg
Ja fiskarbefolkningen har ett ganska ansträngande ,seg
För min del kan jag icke inse att vare sig dessa ,seg
Onsdagen den 3 maj Nr 33 29,note
Föredrogs ånyo konstitutionsutskottets utlåtande ,note
I en inom första kammaren väckt till konstitutio,note
Utskottet hade i det nu ifrågavarande utlåtandet p,note
Herr Lindhagen,intro
Herr talman Jag yrkar bifall till motionen,seg
Greve Spens,intro
Jag ber att få yrka bifall till utskottets hemstäl,seg
Efter det överläggningen förklarats härmed slutad,note
Föredrogs ånyo konstitutionsutskottets utlåtande ,note
I en inom första kammaren väckt till konstitutio,note
Utskottet hade i det nu förevarande utlåtandet ytt,note
Det i motionen framställda förslaget om svenskt i,note
Herr Lindhagen,intro
Herr talman Det föreföll mig vid den sista omröst,seg
Greve Spens,intro
Jag ber att få yrka bifall till utskottets förslag,seg
Överläggningen ansågs härmed slutad varefter enli,note
Ang världsfredens problem och folkens samverkan,note
Ang utrikespolitikens kompletterande med ett syss,note
Om kompetensvillkor för idkande av hantverk mm,note
32 Nr 24 Lördagen den 14 april,note
Föredrogos ånyo bevillningsutskottets betänkanden,note
r 23 i anledning av väckt motion om höjning av d,note
r 24 i anledning av väckta motioner angående änd,note
Vad utskottet i dessa betänkanden hemställt biföll,note
Föredrogs ånyo första lagutskottets utlåtande nr 4,note
I två likalydande till lagutskott hänvisade motio,note
Utskottet hade i det nu ifrågavarande utlåtandet a,note
Reservation hade avgivits av utom annan herr Li,note
Herr Wohlin,intro
Herr talman Det finns många som föreställa sig a,seg
48 Nr 38 Lördagen den 1 juni f m,note
Ang lag om vissa ekonomiska stridsåtgärder (Fort,seg
Detta är några synpunkter som jag anser borde fra,seg
Sedan skall jag inskränka mig till endast en ytter,seg
Med ett ord sagt här har vuxit upp en helt ny ko,seg
86 Nr 13 Lördagen den 29 februari e m,note
Ang lag om skuldebrev m m (Forts) logisk tillä,seg
Jag skulle möjligen kunna ha varit med om att för ,note
Herr talman Jag skall vidare tillåta mig beröra d,seg
2 Nr 17 Tisdagen den 9 mars 1937,note
 4 Herr statsrådet PehrssonBramstorp avlämnade ,note
r 186 angående ersättning till förre kontoriste,note
Dessa propositioner bordlades,note
 5,note
Föredrogos var för sig Kungl Majts å kammarens b,note
till konstitutionsutskottet propositionen nr 169,note
till bevillningsutskottet propositionen nr 176 m,note
till statsutskottet propositionen nr 164 angåend,note
till bevillningsutskottet propositionen nr 175 m,note
till behandling av lagutskott propositionen nr 18,note
till jordbruksutskottet propositionerna,note
r 166 angående ytterligare statsunderstöd till v,note
r 167 angående lindring i köpevillkoren vid förs,note
r 168 angående disponerande av avkastningen av s,note
r 181 angående fortsatt reglering av tillverkni,note
till behandling av lagutskott propositionerna,note
r 156 med förslag till lag om lagsökning och om ,note
r 172 med förslag till förordning angående ändri,note
r 180 med förslag till förordning om ändrad lyde,note
till statsutskottet propositionen nr 185 angåend,note
 6,note
Vidare föredrogos var efter annan de på kammarens ,note
Lördagen den 21 maj 1938 Nr 36 17,note
Ang viss ändring i tryckfrihetsförordningen (For,seg
Jag skall be att få erinra om att vad vi nu ha att,seg
Detta är i alla fall den ståndpunkt som intagits ,seg
Vidare ha vi ett uttalande när den nya strafflage,seg
Det finns ingenstädes utsagt att detta bara skall,seg
Första kammarens protokoll 1938 Nr 36 2,note
924 Nr 6 Onsdagen den 27 september 1939,note
Ang vissa åtgärder för reglering av prisbildninge,seg
tet är sålunda ense om att man skall differentier,seg
Jag tror att den som själv fått ta del av den mot,seg
6 Nr 18 Onsdagen den 4 december 1940,note
Ang civila värnpliktigas rätt till terminslön (F,seg
Herr statsrådet Sköld,intro
Jag hemställer allenast herr talman att få göra ,seg
Vidare vill jag fästa frågarens uppmärksamhet på a,seg
Slutligen vill jag påstå att jag anser mig ha ge,seg
Jag för min del anser det inte alls nödvändigt att,seg
Herr Lindblom,intro
Herr talman Med anledning av herr statsrådets se,seg
Vad sedan beträffar tjänstgöringens art är det up,seg
Onsdagen den 19 februari 1941 f m Nr 9 21,note
Ang inskränkningar i tryckfriheten under krig m ,seg
Kungl Majt möjlighet att vid krig eller krigsfar,seg
När vi sedan fingo ett nytt krig på hösten 1939 u,seg
Efter det finska kriget kommo så de märkliga hände,seg
Nu tycks det på regeringshåll finnas en uppfattni,seg
Det är en vanföreställning att tro att man kan g,seg
Lördagen den 21 mars 1942 Nr 13 71,note
Anslag till förstärkning av ofullständiga jordbruk,seg
Herr statsrådet PehrssonBramstorp,intro
Herr talman Om kammarens ärade ledamöter ha lyss,seg
I detta sammanhang vill jag erinra herr Andersson ,seg
Herr Tjällgren,intro
Herr talman På grund av den långt framskridna tid,seg
16 Nr 19 Onsdagen den 26 maj 1943,note
Om rättvisare fördelning av beredskapsinkallelser,seg
Till sist tar jag fasta på statsrådets försäkran a,seg
Jag skall nöja mig med dessa reflexioner med hänsy,seg
