content,tag
Det tycker jag är en intellektuell hållning Den ska man hålla fast vid om man tycker det,seg
Anf 43 LISE NORDIN (MP),note
Herr talman Jag vill börja med att ge en kommentar till Finn Bengtssons inlägg om ideologi och statligt ägande Jag tycker att det viktigaste är att vi använder våra statliga bolag för att uppnå de politiska mål vi sätter upp Det är uppenbart att Vattenfall kan vara ett av våra absolut viktigaste klimatverktyg om den politiska viljan finns Det är den politiska viljan att använda Vattenfall för att minska koldioxidutsläppen som gör mig orolig,seg
När det gäller Vattenfalls ägardirektiv är det helt korrekt som statsrådet säger att ägardirektiven förtydligas till att även gälla Europa och det är givetvis en mycket bra ändring Men jag skulle vilja höra Peter Normans kommentar till att man i ägardirektiven har ändrat målet att Vattenfall ska vara det ledande bolaget till att vara ett av de ledande bolagen Jag tror att alla i den här salen kan tolka det som en urvattning och tycka att det inte är ett lika skarpt mål,seg
Jag tror inte att det är allmänt känt i Sverige att Vattenfall är den största ägaren av kolkraft i Tyskland Om Vattenfall skulle avveckla den kolkraft som man i dag äger i Tyskland är det de förnybara energislagen som får en chans att växa Det finns ingenting som tyder på att någon annan skulle starta nya kolkraftverk om Vattenfall drar sig ur tvärtom I området Lausitz i Tyskland där de flesta av Vattenfalls kolkraftverk finns säger lokalbefolkningen att man önskar att Vattenfall skulle ställa om sin verksamhet för i dag är de ett sänke Ett av de värsta exemplen finns i byn Atterwasch som i dag är helt självförsörjande med förnybar energi Där vill Vattenfall flytta hela byn för att komma åt brunkolet under,seg
Det är en myt att Vattenfall i dag skulle vara ett effektivt klimatverktyg men det finns en god möjlighet att använda Vattenfall på det viset om den svenska regeringen har viljan och det hoppas jag att vi kommer att kunna få se,seg
Familjeåterförening är en nödvändighet för att invandrare ska ha möjlighet till ett familjeliv och för att de ska kunna leva ett gott liv i ett nytt land med allt vad det innebär,seg
Sedan 2003 gäller gemensamma EUregler för invandring som reglerar villkoren för utövandet av rätten till familjeåterförening för tredjelandsmedborgare på EUnivå I direktivet anges villkoren för inresa och vistelse för familjemedlemmar från andra länder utanför EU som återförenas med en person som redan vistas lagligt i en medlemsstat,seg
Familjeåterförening utgör i dag omkring en tredjedel av all invandring till EU Ca 500 000 migranter per år eller ca 20 procent av samtliga uppehållstillstånd gäller tredjelandsmedborgare som återförenas med sina anhöriga,seg
När direktivet antogs betraktades det endast som ett första steg i harmoniseringen och ett blygsam sådant,seg
I både Stockholmsprogrammet och den europeiska pakten för invandring och asyl anges att det är just familjeåterförening som bör utvecklas inom EU Den politiken är särskilt viktig framför allt med tanke på integrationsåtgärder,seg
Herr talman I grönboken framgår att kommissionen i den första rapporten från 2008 om hur direktivet tillämpas har kartlagt olika nationella genomförandeproblem och brister med direktivet Kommissionens syfte med denna grönbok är också att inleda samråd och en offentlig debatt om familjeåterförening med fokus på vissa frågor,seg
De slutsatser som kommissionen kommer att dra av debatten och samrådet kommer att avgöra om det blir aktuellt att ändra något i direktivet eller om man ska ändra riktlinjerna för tolkningen av direktivet,seg
Direktivet innehåller två övergripande obligatoriska bestämmelser,seg
Enligt grönboken innebär den senare bestämmelsen att medlemsstaterna måste göra en individuell bedömning av varje fall Kommissionens fråga är hur de två obligatoriska bestämmelserna ska kunna underlättas och säkras i praktiken,seg
De frågor som ställs i grönboken gäller exempelvis de krav som ställs på referenspersoner alltså de som är lagligt bosatta i EU Kraven handlar om varaktighet på uppehållstillstånd och eventuell väntetid före återföreningen Just kravet på varaktigt uppehållstillstånd ger medlemsstaterna olika tolkningsutrymme och kan leda till osäkerhet ur ett rättsligt perspektiv,seg
En annan fråga som ställs i grönboken gäller minimiåldern för giftermål och hur man ska kunna förhindra tvångsäktenskap i samband med familjeåterförening till exempel när myndighetsåldern i medlemsstaten skiljer sig från minimiåldern för äktenskap i ursprungslandet,seg
Det handlar också om frågor som rör underårigas ansökningar och bestämmelserna gällande vilka familjemedlemmar som kan komma i fråga för familjeåterförening med tanke på de olika definitioner av familj som finns i olika länder,seg
Vad jag försöker säga är att Allan Widman ändå på något sätt måste ta till sig den kritik som Riksrevisionen kommer med Jag försöker precis som Peter Hultqvist rada upp en del saker som egentligen är frapperande Allan Widman nämnde i och för sig några saker att det borde diarieföras och så vidare Men Riksrevisionen kommer väl ändå med berättigad kritik på de här områdena Jag kan hålla med om det som Peter sade Detta är oerhört skarp kritik Jag har inte läst sådant på mycket länge,seg
I stället börjar man försvara sig Jag tycker att det är väldigt anmärkningsvärt Jag tror att vi skulle kunna komma ganska nära varandra i diskussionen om ni åtminstone kunde erkänna de brister som finns enligt Riksrevisionens rapport Men gör man inte det utan kommer i någon form av försvarsposition direkt blir det väldigt svårt att föra en dialog Era frågor handlar inte om Riksrevisionen utan om vår politik utöver detta En sådan här replik blir väldigt konstig,seg
Anf 142 ALLAN WIDMAN (FP) replik,note
Fru talman Jag noterar att Peter Rådberg konsekvent undviker att svara på mina frågor trots att de är mycket tydliga och enkla Jag frågade om det är Peter Rådbergs mening att politiken inte ska ha några synpunkter på en av de största enskilda anslagsposterna i statsbudgeten Jag tycker mig kunna konstatera att Peter Rådberg genom åren haft många synpunkter Jag ser fram emot ett svar på den frågan,seg
Peter Rådberg tycker att det är konstigt att jag tar upp det faktum att man hade 16 miljarder mindre i budgeten Men det är av det enkla skälet Peter Rådberg att om du hade suttit i Genomförandegruppen hade du behövt ta bort 44 miljarder från materielanslaget vilket hade blivit långt mycket mer än det som vi nu behöver diskutera,seg
Det är inte så att jag har stött bort all kritik Jag har i talarstolen varit noga med att säga att ordningen när det gäller de administrativa delarna naturligtvis skulle ha skötts på ett mycket bättre sätt Man har som ledamot i en arbetsgrupp alltid ansvar för alla delar av det arbete som genomförs men jag levde under föreställningen att tjänstemännen på Försvarsdepartementet registrerade handlingar och sparade dokument,seg
Peter Rådberg behandlade i sitt anförande projekt efter projekt av det som stängdes ned eller reducerades Att jag då går i svaromål får nog Peter Rådberg acceptera Jag förstår inte varför det skulle vara fel att i sak bemöta den kritik som framförs,seg
Anf 143 PETER RÅDBERG (MP) replik,note
Fru talman Jag kan svara Politiken ska ha synpunkter Allan Widman Det är självklart Frågan är bara på vilket sätt Jag trodde inte ens att jag behövde svara,seg
Att vi har en minskad försvarsbudget bygger på att vi har en helt annan syn på hotbilden Det hänger inte ihop med den här debatten Nu diskuterar vi den konkreta kritik som ni har fått av Riksrevisionen i denna fråga Det är det som debatten handlar om Vi kan inte gå in på hela Miljöpartiets försvarspolitik eller säkerhetspolitik för den är lite mer omfattande Vi har fördelat om vår budget som Allan Widman vet,seg
Vi måste ta ett mycket större ansvar Den som beställer en transport har givetvis det största ansvaret Men även som privatpersoner måste vi nog i större utsträckning våga fråga efter Hur har varan kommit till affären där jag ska handla den,seg
Självklart är det vi som sitter i Sveriges riksdag som kanske har det allra största ansvaret för att se till att det finns lagar och regler som är rimliga och bevis för att det är vad som behövs för att transporterna ska bli hållbara,seg
Det krävs också att det finns möjlighet att beivra brott Då räcker det inte med att ha en lagstiftning Då måste också rättsväsendet som jag påpekade i mitt tidigare anförande i dag det vill säga poliser ute på väg vara tillräckligt många och ha tillräckligt mycket tid för att göra klampningar när så är erforderligt,seg
Jag är övertygad om att regeringen kommer att hörsamma våra tillkännagivanden och återkommer till riksdagen med de förslag som behövs för att färden på vägen ska vara säker hållbar och rättvis för dem som deltar i trafiken,seg
(Applåder),note
I detta anförande instämde Johan Andersson Lars Mejern Larsson Rikard Larsson Pia Nilsson Leif Pettersson och Suzanne Svensson (alla S),note
Anf 76 LEIF PETTERSSON (S),note
Herr talman Jag kommer att hålla mig väldigt kort i ärendet Det är ett ärende som vi i princip är överens om,seg
Låt mig först få konstatera att det är härligt att vi nu har en regering som är lyhörd och vill göra något åt problemen inom åkerinäringen Det är väl härligt att vi har en regering som vi kan rikta tillkännagivanden till och att vi kan hoppas att vi ganska snart kan få tillbaka förslag Det är väl härligt att den nuvarande oppositionen i sina inlägg får framföra sina saker och också med ganska gott mod kan säga Det här kommer man säkert att lyssna på,seg
Det är jättebra att vi har kommit därhän Det är jätteviktigt att vi har en regering som verkligen lyssnar på vad vi säger här i riksdagen och följer upp de tillkännagivanden vi gör och att vi får tillbaka bra förslag som vi från riksdagens sida kan bekräfta med instämmandebeslut,seg
Herr talman I detta ärende vill jag uttrycka min stora tillfredsställelse över att vi uppnått just denna enighet när det gäller för åkerinäringen så viktiga frågor Hindrande av fortsatt färd  eller klampning som det heter lite mer populärt uttryckt  är viktigt för trovärdigheten för hela det svenska rättssystemet Det är en viktig signal för dem som tror att i Sverige är det bara att köra på oavsett vilka bestämmelser som gäller Påföljden kan de ändå smita ifrån Det spelar ingen roll utan de kör,seg
Gen om att möjligheten att klampa nu införs för att säkerställa att böter och sanktionsavgifter betalas skickar Sverige en signal till omvärlden Det går inte att smita ifrån  ni måste betala Det betyder mycket för beteendet från dem som tänker sig att överträda bestämmelserna,seg
Punkt 7 (Avhysning och särskild handräckning),note
1 utskottet,note
2 res 1 (M),note
3 res 2 (SD),note
Förberedande votering,note
80 för res 1,note
41 för res 2,note
191 avstod,note
37 frånvarande,note
Kammaren biträdde res 1,note
Huvudvotering,note
191 för utskottet,note
80 för res 1,note
40 avstod,note
38 frånvarande,note
Kammaren biföll utskottets förslag,note
Partivis fördelning av rösterna,note
För utskottet 10 2 S 22 MP 19 C 20 V 14 FP 14 KD,note
För res 1 80 M,note
Avstod 40 SD,note
Frånvarande 11 S 4 M 9 SD 3 MP 3 C 1 V 5 FP 2 KD,note
Övriga punkter,note
Kammaren biföll utskottets förslag,note
 14 Beslut om ärenden som slutdebatterats vid dagens sammanträde,note
SfU11 Migratio,note
Punkt 1 (Flyktingpolitiken),note
1 utskottet,note
2 res 1 (SD),note
3 res 2 (V),note
4 res 3 (KD),note
Förberedande votering 1,note
20 för res 2,note
14 för res 3,note
278 avstod,note
37 frånvarande,note
Kammaren biträdde res 2,note
Förberedande votering 2,note
44 för res 1,note
20 för res 2,note
247 avstod,note
38 frånvarande,note
Kammaren biträdde res 1,note
Jessica Polfjärd (M) och Helena Lindahl (C) anmälde att de avsett att avstå från att rösta men markerats ha röstat ja,note
Huvudvotering,note
Sverige som stat måste vara hård i alla bilaterala kontakter och tydlig i sin kritik mot den auktoritära regimen Kom ihåg att det är modiga individer som förändrar världen Utan ryska demokrater kommer ingen rysk demokrati att växa fram Jag är därför glad att ett enigt utskott ställer sig bakom Liberalernas motion om att just ha en skarpare politik gentemot Ryssland Även Centerpartiet hade motionerat i samma fråga,seg
När vi satt i alliansregeringen för några år sedan öppnade vår ambassad i Havanna ett internetkafé för dissidenter som ville ta del av ocensurerad information Kaféet var vid sidan av det amerikanska konsulatets kafé en av få platser där kubaner faktiskt kunde kommunicera fritt på den tiden Den svenska ambassaden i Minsk blev på samma sätt en mötesplats för fria krafter i det vitryska samhället Vi behöver fler modiga frihetsprojekt på denna front för att stötta människor i diktaturer att få tycka tänka och tro fritt Jag hoppas att den rödgröna regeringen är beredd att öronmärka mer bistånd till frihetsaktivister på denna front,seg
Herr talman I katalogen för Kulturhusets Ordets akt skriver den irakiska fristadsförfattaren Ashraf Atraqchi att svenskar är så vana att tänka och säga det vi vill att yttrandefriheten har blivit lite som luften vi andas  vi behöver liksom inte fundera över den längre  men att vi får aldrig ta det fria ordet för givet Sverige med sin 250åriga yttrandefrihet behöver vara en förebild för människor världen över Jag håller med Om inte vi vågar stå upp för demokratiska värderingar vem ska då göra det,seg
Anf 154 JULIA KRONLID (SD) replik,note
Herr talman Det går inte att ta miste på Birgitta Ohlssons stora engagemang för Somaliland All respekt för det Jag har precis som Birgitta Ohlsson varit där på besök och drivit frågan på olika sätt,seg
Jag har även sett att Birgitta Ohlsson hade en interpellationsdebatt  det var ganska länge sedan men ändå  med dåvarande minister Laila Freivalds om att Sverige borde vara en pionjär i frågan driva på för att våga ta ställning för ett erkännande av Somaliland och driva detta inom det internationella samfundet Därför undrar jag Nu när frågan om ett tillkännagivande till regeringen om att erkänna Somaliland och driva detta i andra sammanhang är uppe på bordet  varför stöder Birgitta Ohlsson inte detta Varför tänker Birgitta Ohlsson rösta nej till ett tillkännagivande om att erkänna Somaliland som en självständig stat Det finns ju ett stort engagemang och stöd för Somaliland,seg
Vad jag förstår är det väldigt viktigt för dem som bor där och har deltagit i strävan efter framgångar för området att få ett erkännande från ett annat land  och från ett land i Europa Personer jag har varit i kontakt med säger att det skulle betyda oerhört mycket för dem Jag undrar varför Birgitta Ohlsson inte stöder det,seg
Anf 155 BIRGITTA OHLSSON (L) replik,note
Herr talman Efter att i 13 år ha varit tämligen ensam i denna riksdag och kammare om att uppmärksamma Somalilands öde tycker jag att det är bra att det nu finns fler politiker och partier som gör det Nyligen arrangerades ett seminarium här i Sveriges riksdag av den moderata riksdagsledamot en Amir Adan och där tog vi bland annat upp att vi kanske borde ordna en tvärpolitisk studieresa med flera olika partier för att se till att fler upptäcker denna oas av demokrati,seg
Innehållsförteckning,note
 1 Justering av protokoll,note
 2 Anmälan om fördröjda svar på interpellationer,note
 3 Ärenden för hänvisning till utskott,note
 4 Svar på interpellation 201617334 om fjärrstyrning av F 17G,note
Anf 1 Försvarsminister PETER HULTQVIST (S),note
Anf 2 ALLAN WIDMAN (L),note
Anf 3 Försvarsminister PETER HULTQVIST (S),note
Anf 4 ALLAN WIDMAN (L),note
Anf 5 Försvarsminister PETER HULTQVIST (S),note
Anf 6 ALLAN WIDMAN (L),note
Anf 7 Försvarsminister PETER HULTQVIST (S),note
 5 Svar på interpellation 201617335 om upploppet i Rinkeby,note
Anf 8 Statsrådet ANDERS YGEMAN (S),note
Anf 9 KRISTER HAMMARBERGH (M),note
Anf 10 Statsrådet ANDERS YGEMAN (S),note
Anf 11 KRISTER HAMMARBERGH (M),note
Anf 12 Statsrådet ANDERS YGEMAN (S),note
Anf 13 KRISTER HAMMARBERGH (M),note
Anf 14 Statsrådet ANDERS YGEMAN (S),note
 6 Svar på interpellation 201617340 om uppföljning av polise,note
Anf 15 Statsrådet ANDERS YGEMAN (S),note
Anf 16 SAILA QUICKLUND (M),note
Anf 17 Statsrådet ANDERS YGEMAN (S),note
Anf 18 SAILA QUICKLUND (M),note
Anf 19 Statsrådet ANDERS YGEMAN (S),note
Anf 20 SAILA QUICKLUND (M),note
Anf 21 Statsrådet ANDERS YGEMAN (S),note
 7 Svar på interpellation 201617347 om Polismyndighetens ekonomi,note
Anf 22 Statsrådet ANDERS YGEMAN (S),note
Anf 23 KRISTER HAMMARBERGH (M),note
Anf 24 Statsrådet ANDERS YGEMAN (S),note
Anf 25 KRISTER HAMMARBERGH (M),note
Anf 26 Statsrådet ANDERS YGEMAN (S),note
Anf 27 KRISTER HAMMARBERGH (M),note
Anf 28 Statsrådet ANDERS YGEMAN (S),note
Ajournering,note
Återupptaget sammanträde,note
 8 Aktuell debatt om tryggheten i Sverige,note
Anf 29 TOMAS TOBÉ (M),note
Anf 30 Statsrådet ANDERS YGEMAN (S),note
Anf 31 TOMAS TOBÉ (M),note
Anf 32 ADAM MARTTINEN (SD),note
Anf 33 ANNIKA HIRVONEN FALK (MP),note
Anf 34 JOHAN HEDIN (C),note
Anf 35 LINDA SNECKER (V),note
Anf 36 ROGER HADDAD (L),note
Anf 37 SOFIA DAMM (KD),note
Anf 38 Statsrådet ANDERS YGEMAN (S),note
Anf 39 TOMAS TOBÉ (M),note
Anf 40 ADAM MARTTINEN (SD),note
Anf 41 ANNIKA HIRVONEN FALK (MP),note
Anf 42 JOHAN HEDIN (C),note
Anf 43 LINDA SNECKER (V),note
Anf 44 ROGER HADDAD (L),note
Anf 45 SOFIA DAMM (KD),note
Anf 46 Statsrådet ANDERS YGEMAN (S),note
Anf 47 TOMAS TOBÉ (M),note
Anf 48 ADAM MARTTINEN (SD),note
Anf 49 ANNIKA HIRVONEN FALK (MP),note
Anf 50 JOHAN HEDIN (C),note
Anf 51 LINDA SNECKER (V),note
Anf 52 ROGER HADDAD (L),note
Anf 53 SOFIA DAMM (KD),note
Anf 54 Statsrådet ANDERS YGEMAN (S),note
 9 Bordläggning,note
 10 Anmälan om interpellationer,note
 11 Anmälan om frågor för skriftliga svar,note
 12 Anmälan om skriftliga svar på frågor,note
 13 Kammaren åtskildes kl 1243,note
Skrivelse,note
20181928 Riksrevisionens rapport om nationellt försvar på regional nivå,note
Kammaren biföll talmannens förslag att motionstiden för ovanstående skrivelse skulle förlängas till och med fredagen den 18 januari 2019 ,note
Kulturutskottets betänkande,note
201819KrU1 Utgiftsområde 17 Kultur medier trossamfund och fritid,note
 14 Kammaren åtskildes kl 1743,note
Sammanträdet leddes,note
av tredje vice talmannen från dess början till och med  4 anf 58 (delvis),note
av andre vice talmannen därefter till och med  5 anf 138 (delvis),note
av tredje vice talmannen därefter till ajourneringen kl 1552 och,note
av andre vice talmannen därefter till dess slut,note
Vid protokollet,note
JOHAN WELANDER,note
Olof Pilo,note
201920604 Import av elenergi,note
av Lotta Olsson (M),note
till statsrådet Anders Ygeman (S),note
201920605 Finansiering av barnäktenskap,note
av AnnSofie Alm (M),note
till statsrådet Ardalan Shekarabi (S),note
201920606 Barnäktenskap,note
av AnnSofie Alm (M),note
till justitie och migrationsminister Morgan Johansson (S),note
201920607 Frihetsberövande av barn som gifts bort,note
av AnnSofie Alm (M),note
till justitie och migrationsminister Morgan Johansson (S),note
 12 Anmälan om skriftliga svar på frågor,note
Skriftliga svar på följande frågor hade kommit in,note
den 11 december,note
201920509 De nya slussarna i Göta älv,note
av Jörgen Hellman (S),note
till infrastrukturminister Tomas Eneroth (S),note
201920513 Riksväg 83,note
av Lars Beckman (M),note
till infrastrukturminister Tomas Eneroth (S),note
201920516 Bristfällig lastsäkring,note
av Thomas Morell (SD),note
till infrastrukturminister Tomas Eneroth (S),note
 13 Kammaren åtskildes kl 1432,note
Sammanträdet leddes av andre vice talmannen,note
Vid protokollet,note
ANDERS NORIN,note
Olof Pilo,note
Anf 129 CARLOSKAR BOHLIN (M) replik,note
Fru talman Det finns tyvärr inte särskilt mycket i Emma Hults resonemang som hänger ihop Om rättsläget nu skulle vara så problematiskt i förhållande till Europakonventionen hade man inte gått fram ens med det här förslaget Rättsläget blir inte mer tydligt bara för att man ställer krav på ett tillgänglighetsanpassat badrum Det är ett helt och hållet obegripligt argument,seg
Dessutom är Sverige en suverän stat Och det här är den statens högsta beslutande organ Det är vi i det här rummet som äger det rättsliga läget och som avgör vad vi vill göra med det fru talman,seg
Om regeringen tycker att frågan är för dåligt beredd hade man kunnat åtgärda det Man har pratat om det här i två års tid och utflödet av det som från början var enkelt och lättbegripligt för alla inblandade blir ett tillkrånglat förslag Man gör också en lång rad svenskar besvikna De har väntat på att få bygga ytterligare fem kvadratmeter Men det visar sig att för att kunna göra det måste de bygga ett tillgänglighetsanpassat badrum vinterisolera ha treglasfönster och vad det nu kan vara Det är helt onödigt och helt bortkastat från regeringens sida fru talman,seg
Anf 130 EMMA HULT (MP) replik,note
Fru talman Jag vet inte om CarlOskar Bohlin uppfattade något av det jag just sa som lustigt eftersom han inledde sin slutreplik med att skratta åt det Det är lite härskartekniksaktigt Men vilken taktik CarlOskar Bohlin vill använda är upp till honom,seg
Regeringen lägger till fem kvadratmeter så att man kan bygga en toalett så att det kan bli en dräglig bostad och så att vi kan se till att skapa fler bostäder i Sverige för att fler ska få någonstans att bo Det är vad regeringen gör,seg
Jag vill att vi reder ut det rättsliga läget innan vi går vidare med de delarna Det är också vad civilutskottet kommer att göra i och med det som Moderaterna har drivit fram i utskottet,seg
Vi behöver skapa fler bostäder Det här är ett led i att göra det,seg
Anf 131 LARRY SÖDER (KD) replik,note
Fru talman Jag tvivlar inte på att Emma Hult både har mod och tar ansvar Tyvärr visar historien att regeringen inte har samma mod eller tar samma ansvar som Emma Hult,seg
Vi som vet hur planeringsprocesserna går till i kommunerna vet att det tar runt tre  fyra eller fem och kanske sex eller sju år innan en bostad är färdigställd Det betyder att de bostäder som färdigställdes 2015  2018 egentligen är en konsekvens av det arbete som alliansregeringen gjorde 2006  2014 Det betyder också att de bostäder som färdigställs just nu är en konsekvens av det arbete som gjordes av den regering som satt 2014  2018 Och det är otvetydigt att antalet bostäder som byggs i Sverige minskar Det minskade 2018 det minskade 2019 och det finns prognoser som visar att det kommer att minska även 2020 Även prognoserna för 2021 visar att det kommer att minska,seg
Det är därför jag talar om att det är viktigt att politiker och januaripartierna är modiga och vågar ta ansvar Det är de som har ansvaret för Sverige De har ansvaret för att se till att det finns förutsättningar för människor och företag att bygga bostäder,seg
En ny satsning på livsmedelsstrategin  varför inte Det kanske är dags att göra det för den livsmedelsstrategi som vi har i dag verkar inte fylla sin funktion Jag tycker att målen i den är ganska bra så jag vet inte om vi behöver ändra texter och annat Det är bra mål i livsmedelsstrategin men vi behöver ju ha verktygen Framför allt behöver de som ska producera maten ha verktygen så låt oss prata vidare om det,seg
Anf 193 ISAK FROM (S) replik,note
Fru talman Tack för ett engagerat anförande John Widegren,seg
Skötselunderskottet var John Widegren inne på Jag tror att det säkert kommer att diskuteras på tisdag när utgiftsområde 20 och skydd av värdefull natur ska behandlas Jag håller med om att staten faktiskt måste ha pengar i sin plånbok för att klara av sina åtaganden,seg
Sedan har John Widegren ett ganska högt tonläge när det kommer till äganderätten Jag skulle vilja säga att det är de partier som står bakom skogspropositionen som faktiskt har gjort arbetet för att säkerställa äganderätten  ersättningsrätten  för alla de enskilda skogsägare som lever med effekterna av de lagändringar och implementeringar som gjordes under alliansåren,seg
Implementeringen av propositionen Gränser i skog särställde den fjällnära skogen som särskilt skyddsvärd och konsekvenserna av det vet vi ju vi har till exempel Änokdomen som belyser fjällnära skog som särskilt skyddsvärd Sedan hade staten inte verktyg i sin låda för att ersätta fullt ut Myndigheterna hade inte instruktioner och verktyg att göra det här Det är det som skogspropositionen ska säkerställa naturligtvis tillsammans med budgetanslagen,seg
Det finns ett antal andra åtgärder som man vidtog Man misslyckades med implementeringen av artskyddsförordningen vilket var grunden till Artskyddsutredningen Nu finns ingenting med här men där finns det mycket att göra för att säkerställa att äganderätten fungerar fullt ut  Det är ju något som Moderaterna helt har missförstått eller absolut bortser ifrån,seg
Anf 194 JOHN WIDEGREN (M) replik,note
Fru talman Ja här kommer det igen Ersättningsmöjligheter  det är det man uppfattar som en stark äganderätt Det är det inte Det är inte en stark äganderätt att staten går in och tar enskilda skogsägares egendom oavsett om de får ersättning eller inte Vi har medel i budgeten till dem som blir nekade avverkning men på vår hearing lyfte Skogsstyrelsen upp  18 i skogsvårdslagen Skulle Socialdemokraterna vara beredda att se över den Det skulle kanske vara en intressant väg framåt,seg
Jag tycker att det resonemang man hör från Socialdemokraterna är lite samma som det man hör från Miljöpartiet fru talman Det verkar inte finnas någon gräns uppåt Betyder det att Socialdemokraterna vill minska produktionen i svensk skog Är det så,seg
Moderaterna vill det inte Vi tror att skogen är en otroligt viktig del i omställningen Det är en fungerande bioekonomi När det handlar om substitut för sådant vi kan använda i samhällets olika delar blir skogen otroligt viktig Vi tror att vi ska bruka skogen mer än vad vi gör i dag och vi är alldeles övertygade om att det går att göra Produktion och miljö går att uppnå tillsammans det har svenska skogsägare visat förut Det är många saker som går åt rätt håll när det kommer till den biologiska mångfalden Så länge de sakerna går åt rätt håll vad finns det för anledning att ändra på detta,seg
Industriklivet kan bidra till att både Sverige och EU satsar på mer fossilfri handelsgödsel Nu när vi måste minska beroendet av handelsgödsel är omställning till ekologiskt jordbruk en strategisk möjlighet,seg
Vi vill värna ett livskraftigt svenskt lantbruk i hela landet Även småbrukare och lantbrukare med får och mjölkkor som får beta och hålla landskapet öppet måste prioriteras Det handlar inte bara om primärproduktionen utan också svensk livsmedelsindustri restaurangnäring handel och svenska konsumenter behöver stärka det svenska lantbruket,seg
Anf 58 JOHN WIDEGREN (M) replik,note
Fru ålderspresident Tack Maria Gardfjell för inspel i debatten,seg
Det är många gånger svårt att förstå Miljöpartiets resonemang Man talar om hur man vill göra ditten och datten men har egentligen inte några konkreta verktyg Miljöpartiet talar ofta om att vi behöver ställa om till ett mer hållbart jordbruk Är det svenska jordbruket inte ganska hållbart i dag i jämförelse med övriga världen Det är min första fråga,seg
Man talar ofta om att vi behöver odla mer ekologiskt Hur kommer det att leda till ökad produktion i Sverige Hur kommer det att leva upp till livsmedelsstrategins mål om en ökad produktion Vilka verktyg har Miljöpartiet för att öka produktionen i Sverige,seg
Anf 59 MARIA GARDFJELL (MP) replik,note
Fru ålderspresident Miljöpartiet har en lång rad verktyg för att stärka det svenska lantbruket inte minst inom klimatområdet Satsningarna på Klimatklivet och Industriklivet kommer att kunna hjälpa till för att göra svenskt lantbruk oberoende av fossil energi och klara klimatutmaningen De satsningar som vi föreslår och som vi har lagt fram i finansutskottet handlar om att stärka investeringsmöjligheten för det svenska lantbruket att själv producera ren energi,seg
Det ekologiska lantbruket är starkt i Sverige och har varit det under många år Vi har många goda lantbrukare som producerar mycket ekologiska livsmedel,seg
Anf 60 JOHN WIDEGREN (M) replik,note
Fru ålderspresident Jag fick egentligen inte svar på hur vi ska öka produktionen av livsmedel i Sverige Miljöpartiet talar i stället om att stärka jordbruket Men jag vill veta hur man vill öka produktionen av livsmedel,seg
Miljöpartiet talar väldigt ofta om diverse subventioner hit och dit och för det ena och det andra men vi måste stärka jordbruket i grunden utan subventioner och krispaket Det är dit vi måste komma Inom jordbruket säger folk själva att de vill ställa om De vill absolut minska sitt fossilberoende Men vi kan inte gå fram mot framtiden med noll i lönsamhet i dag för då kommer inga jordbrukare att klara omställningen Vi måste stärka lönsamheten nu så att vi kan komma vidare i resan framåt för att minska fossilberoendet,seg
I dag kan man minska fossilberoendet väldigt mycket i tillverkningen av exempelvis mineralgödsel Det är bra för mineralgödsel ökar ju skördarna,seg
36 Den 29 Mars e m,note
ungdom utan hafva anländt från Rikets alla delar och än mindre för att tillgodose en enskild persons egennytta ty hvad som grundat denna läroanstalt är ej egennytta utan det varmaste och renaste nit för landtbruksnäringens förkofran,seg
Jag vill ej här trötta med en utförligare framställning i ämnet men tillåter mig dock att med några få ord beröra uppkomsten af ifrågavarande inrättning,seg
Stiftaren af densamma hade under loppet af flera år haft en undervisningsanstalt för ynglingar som ämnade utbilda sig till landtbrukare Under undervisningens gång märkte han alltför tydligt de olägenheter som vid densamma uppkommo derigenom att de fleste af eleverna saknade nödiga elementära förkunskaper och han hade dessutom gjort samma observation den tid han sjelf genomgick landtbruksskolan vid Degeberg Med tanken härpå inrättade han sin nuvarande skola vid hvars vidare utbildning han jemväl lade till grund exemplet från den berömda landtbruksskolan i Cirencester På detta sätt uppkom en skola som är en förening emellan landtbruksskolan och elementarskolan hvilken lemnar fullständig undervisning i humanistiska företrädesvis reala ämnen men ock i allt hvad till landtbruket hör Det är ej meningen att skolan skall vara en landtbruksskola i egentlig mening Undervisningen i de humanistiska kunskapsgrenarne är det hufvudsakliga men stittaren har med skäl ansett att man skulle bereda eleverna både nytta och nöje om de under mellanstunderna finge sysselsätta sig med ett praktiskt studium och ett praktiskt yrke såsom landtbruket Under de tre år som undervisningen på detta sätt fortgått har densamma jemväl lemnat de bästa resultat Den har pådrifvits så raskt att en elev som vid inträdet i skolan endast egde de för inträde i elementarskolans femte klass nödiga kunskaper efter dessa tre års förlopp är färdig att aflägga maturitetsexamen i Calmar,seg
Man har sagt att denna landtbruksskola skulle ega det felet att den yngling som 1 skolan inträdde skulle tvingas vid allt för tidiga år bestämma sig för landtbruksyrket,seg
Jag bestrider detta Den som inträder i skolan har dermed ingalunda gjort ett bestämdt val af yrke ty såsom jag förut haft äran anföra utbildas eleven icke ensamt eller ens hufvudsakligast för landtbruket utan erhåller derjemte en fullständig elementär underbyggnad och när han utgår ur skolan står verlden honom lika öppen som om han genomgått den allmänna elementarskolan på den reala linien,seg
