content,tag
Herr DICKSON Herr talman Jag instämmern i vad fru Boman nyss anförtnUtöver detta skulle jag vilja tillägganatt vi nu synas leva i en alltmer materialistisktn betonad värld Samhällsmoralensn utveckling är i många styckennmycket oroande Det vore då tyckernjag befogat att man från riksdagensnsida sade ifrån och underströk att ävennde andliga och religiösa värdena ha sinnplats i samhället och att de intressennsom ligga på det planet inte böra sättasni efterhand jämfört med de mer profanan intressena,intro
Herr PETTERSON i Degerfors Herrntalman Jag vill bara med några ordnbemöta en del påståenden Det har sagtsni debatten att de religiösa intressenanställts i särklass Det är ingalunda påndet sättet Om de religiösa intressenanstå i särklass är detta beroende på attnde ställt sig där själva Förordningennom statsbidrag till samlingslokaler sägern bara att lokalerna skola upplåtasntill allmänheten i skälig omfattning Detnär ju också alldeles naturligt att detnmåste vara på det sättet Vi behöva barantaga som exempel att det på en viss ortnute på landsbygden inte finns någonnsamlingslokal Om man nu där sökernanslag för att bygga en bygdegård ctt,intro
Anf 143 MARGÖ INGVARDSSON (vpk) replik,intro
Anf 144 LENA ÖHRSVIK (s) replik,intro
ö I sö  derby i LundnHerr Thorell Herr talman Då jag har begärt ordet i denna punkt som ren av n,intro
Herr WIJKMAN (m),intro
Herr Norman Herr talman Jag har biträtt statsutskottets förslagn i denna fråga trots att även jag är motionär När jag gjordendetta var det för att jag inte ville spänna bågen för högt jag fruktaden att äventyra icke blott motionärernas förslag utan att mannt o m kunde riskera att helt och hållet förlora anslaget till ifrågavaranden hamn Som bekant var nämligen fiskehamnskommissionenntveksam huruvida den alls skulle förorda denna hamns upptagandenbland dem till vilka statsbidrag skulle utgå,intro
Anf 38 Finansminister KJELLOLOF FELDT,intro
Herr Ekströmer Herr talman Vid genomgående av den allmänna avdelningenn 1 förevarande proposition kan man ej undgå att lägga märke tillnmed vilken lätt hand herr finansministern halkar förbi den kanske allra viktigasten faktorn i dagens ekonomiska oro här i landet nämligen de rörliganlönerna Man konstaterar blott med tillfredsställelse påpekandet att i längdenn ingen vinner på detta slag av lönesättning,intro
Anf 45 STIG ALEMYR (s) replik,intro
Anf 46 Utrikesminister LENNART BODSTRÖM,intro
Herr BERGH RAGNAR (h),intro
Herr ANDERSSON BIRGER (s),intro
Herr Petrén Alfred Endast ett par ord Greve Spensnnämnde i sitt första anförande att tillgången på platser för tvångsinterneringn av alkoholister var otillräcklig Så är icke förhållandet Allantill statens alkoholistanstalt anmälda hava sedan återflyttningen tillnVenngarn ägt rum omedelbart kunnat mottagas Högsta beläggningssiffrann på Venngarn har varit 104 vilket är föga över den normala beläggningenn Men anstalten kan betydligt överbeläggas och under dennanmånad har det för övrigt visat sig en nedgång antalet har nämligennminskats med fem sedan den 1 april och nu kommer en tid då utskrivningarnan bli talrikare ty utskrivningar äga framför allt rum under denårstider då det är lättare att anskaffa arbete Vidare är det så att ennav de erkända anstalterna den vid Lerjeholm icke är mer än till hälftennbelagd,intro
Herr Elofsson Gustaf Herr talman Då jag hörde statsrådet Sträng redogöran för underhandlingarna vid uppgörelsen om sockerbetorna kunde jag intenunderlåta att begära ordet När en regering drar ut på förhandlingarna så somnskedde den gången man kunde på flera platser inte så betorna förrän fjortonndagar senare än som eljest hade varit möjligt  kan man väl ändå inte säganatt det är tillfredsställande I ett tal som jag har läst i tidningarna har statsrådetn Sträng framhållit att jordbruket har gudi väl fått tillräckligt  detnvar innan regeringens bud vid förhandlingarna höjdes sista gången Då skulle,intro
Herr von Sydow Då jag också befinner mig bland reservanterna här bernjag att få säga några ord Därtill kommer även den omständigheten att jag inmin dagliga gärning har mera att göra med sådana ting som det här är fråganom än flertalet av herrarna och jag bör därför anses känna till de faktiskanförhållandena i saken,intro
Arbetsmarknadsministern ROLF WIRTÉN,intro
PÄR GRANSTEDT (c),intro
Industriministern ERIK HUSS,intro
Herr förste vice talmannen Jag får hemställa att föreliggande utskottsbetänkanden föredrages på det sättet att det företages till avgörande punktvis ochnatt först föredrages punkt 2 sedan punkt 3 och sist punkt 1 med rättighet förndem som begära ordet under punkt 2 att yttra sig om utskottsutlåtandet i dessnhelhet,intro
Anf 11 MAJLIS LANDBERG (s),intro
Fröken LJUNGBERG (h),intro
Anf 47 LARS TOBISSON (m),intro
Statsrådet GÖRAN PERSSON,intro
ALF WENNERFORS (m)nHerr talman Det låter bra tycker jagnJag skulle bara gärna vilja få statsrådet med på en princip Vi är överens,intro
Herr SPÅNGBERG Herr talman Närnvi nu skola diskutera frågan om stödnåt svensk film bör man kanske börjanmed att konstatera att det inte gällernbidrag i den ordning vi är vana vid indenna kammare Tack vare nöjesskattenn är filmen som bekant en mycketngod inkomstkälla för staten och kommunernan och den kommer att bli detni fortsättningen även med ett bifall tillnnågot av de positiva förslag som hanframförts i motionerna och i utskottetsnförevarande utlåtande,intro
Herr MALMBORG i Skövde (fp),intro
Herr ÅKERSTRÖM (s),intro
Herr Jonsson Herr talman Jag får först säga att jag tycker att detnpapper varpå motionen är skriven behöver icke göra tankegången i densamman sämre ,intro
Herr Engberg Herr talman Tillåt mig då först säga att den omständighetenn att motionen var skriven på en matsedel borde ha verkat tilldragandenpå herr Rydéns gastronomiska instinkter och utgjort ett alldeles extra skäl attnställa sig välvillig till densamma,intro
Herr Bengtsson i Norup Herr talman Herr Engberg har beträffandenmin ställning till denna sak fått alldeles tag om bakfoten Jag har icke yttratnett ord vare sig i utskottet eller kammaren om att man borde föra folkets barnnin i den lärda skolan Jag har tvärtom i utskottet i likhet med motionärer frånnbondeförbundet verkat för att vi skola få en praktisk skola för landsbygdennvilken bereder allmänbildning och vilken såsom fallet är med folkhögskolornankan förhjälpa ungdomen till utbildning utan att de behöva komma in i den lärdanskolan Hade herr ecklesiastikministern varit närvarande här skulle jag vädjantill honom därom att den skrivelse som riksdagen beslutat verkligen på allvarntages upp så att man så mycket som möjligt kan undvika den lärda skolannför lantbrukarnas barn vilken lätt skapar avoghet mot jordbruket genom detnatt de helt komma ifrån denna näring,intro
Herr Rydén Herr talman Jag vill framhålla att herr Jonsson har ickenrätt i sin uppfattning att man icke skulle kunna tvinga på skoldistrikten ifrågavaranden lärare ifall det stadgades en allmän kompetens på det föreslagnansättet Ponera att till en tjänst söka så många personer som erhållit sin utbildningn såsom adjunkter att man måste fylla förslaget med dem Skolrådetngör ju upp sitt förslag efter objektiva grunder och det kan sålunda hända,intro
Herr Schedin För att icke ytterligare förlänga den redan nunlångt utsträckta debatten i denna fråga skall jag inskränka mig till attnhelt enkelt yrka avslag på motionen och utskottets betänkande samt bifallntill den vid betänkandet fogade reservationen,intro
Herr Hellberg Herr talman Jag hör till dem som menanatt detta är en liten fråga och denna min uppfattning synes mig bestyrkas,intro
Hans excellens herr ministern för utrikesn ärendena NILSSON,intro
Herr HAGBERG (k),intro
Herr SELLGREN (fp),intro
Herr ANDERSSON AXEL (fp) kortngenmäle,intro
Herr HERLITZ (h),intro
Chefen för justitiedepartementet herrnstatsrådet GEIJER,intro
Herr LANDGREN (s),intro
Herr Lindskog Herr talman Det var i fjol som riksdagen på initiativnav herr Björck i denna kammare och herr Sigfrid Hansson i första kammarennenhälligt uttalade sig för önskvärdheten av ett snabbare offentliggörande avnkammarens förhandlingar Den kommitté som sedermera tillsattes har enhälligtn avgivit sitt betänkande med förslag till ganska radikala förändringarnåsyftande genomförandet av de av riksdagen i fjol framförda önskemålen Nunhar emellertid konstitutionsutskottet på ett par reservanter när yrkat avslagnpå kommitténs förslag och det har gjort det med en ganska utförlig motiveringnsom i verkligheten innefattar tre olika punkter För det första har utskottetn förmenat att det ej skulle vara någon egentlig nytta med hela anordningenn med snabbare referat för det andra anses det att förslaget i praktikennskulle vara rätt svårt att realisera framför allt beroende på otrevnaden attnlåta ojusterade yttranden komma ut till offentligheten samt slutligen och förndet tredje anföres det att ett genomförande av grunddragen av de framfördanönskningarna skulle bäst kunna ske genom en mekanisk ljudupptagning somnvisserligen ej ännu är färdig i alla sina tekniska detaljer men som man hoppasnskall kunna bli det Denna framställning låter ju ganska förkrossande menndet är nog här som så ofta annars att man nästan bevisar för mycket Detnär ej heller utan att man tycker att det ena argumentet nästan slår ihjäl detnandra Jag skall tillåta mig att en mycket kort stund gå igenom de olikanpunkterna,intro
Chefen för finansdepartementet herrnstatsrådet STRÄNG som yttrade,intro
Herr EKSTRÖM i Iggesund (s),intro
Herr arbetsmarknadsministern BENGTSSON erhöll ordet för att besvaran herr Jadestigs (s) den 20 februari anmälda fråga nr 87 och anförde,intro
Herr JADESTIG (s),intro
Herr ÖHMAN (k)nHerr talman Jag ber att få yrka bifalln till motionen nr I 197,intro
Herr GILLSTRÖM (s)nHerr talman Jag ber att få yrka bifalln till utskottets förslag,intro
Herr BERG GUNNAR (s),intro
Herr von Sneidern Herr talman mina herrar Jag villnendast göra den bemärkningen vid denna lag att den nu har återkommitn i precis samma skick som den antogs av kammaren för endastn ett år sedan Under sådana omständigheter då kammaren ickenundergått någon större förändring så har såväl vid propositionensnframläggande som vid utskottets behandling av ärendet man utgåttnfrån den synpunkten att man föreställt sig att kammaren nu icke villnställa sig på annan ståndpunkt än den på vilken den så nyss ställtnsig Att ärendet återkommit beror som vi veta på att första kammarenn avslog propositionen förra året Jag skall därför icke nu ingånpå någon längre framställning av de skäl som gjort det nödvändigtnatt nu framlägga detta lagförslag så kort efter det 1918 års lag blivitnav riksdagen antagen,intro
Herr Johansson i Stockholm Herr talman Utskottet har i detta sitt avstyrkanden utlåtande hänvisat till att frågan om ett bibehållande av den statligan priskontrollen m m kommer under ny prövning 1947 Utlåtandet är docknfärgat av de remissutlåtanden i vilka framhålles att priskontrollnämnden är ennkristidsföreteelse som bör försvinna Samtidigt som utskottet deklarerar sinnsympati för den i motionen uttryckta önskan att monopoltendenserna skolanbrytas hänvisar det emellertid till att den frågan har lösts på ett annat sättnän det i motionen föreslagna genom den nyligen bifallna propositionen mednförslag till lag om övervakning av konkurrensbegränsning inom näringslivetnm m Statsrådet Myrdal yttrade nyligen  jag vill minnas att det var i Göteborgn  att de åtgärder som i olika länder vidtagits mot truster karteller ochnmonopol visat sig vara ganska verkningslösa men att han för sin del troddenatt vi i Sverige dock skulle lyckas därmed Men vad var nu innebörden i detnförslag som vi i går godkände Det var endast fråga om en övervakning avnmonopolbildningarna och kartellerna genom cen särskild institution vidarenpublicering av mera upprörande fall av monopoluppskörtning och rådplägningnmed företag som gick litet för långt Från vår grupps sida yttrade vi oss icke indebatten om denna proposition men jag tillåter mig i dag säga att det beslutntill vilket vi medverkade mera var ett konstaterande av en sjukdom än ettnanvisande av läkemedel mot densamma Handelsministern konstaterade i detnsammanhanget att den uppgiften skall ligga hos regeringen och att det helanbör ske genom tillskapandet av konkurrenskraftiga företag genom tullsänkningarn eller också genom socialisering eller förstatligande av de företag somnkomma i fråga Om man emellertid betänker hur långsamt denna apparatnarbetar och då man vet att av alla förslag om förstatligande som ställts insamband med arbetarrörelsens efterkrigsprogram ännu icke ett enda blivitnverkställt finner man att monopoluppskörtningen hinner ta mycket stora proportionern innan dessa åtgärder hinna komma till stånd Därför anser jag attnutskottets hänvisning till denna proposition och behandlingen av densammanicke ger mycket,intro
Herr Lindhagen Jag kan instämma med den siste talaren Regeringensnd v s herr Schlyters förslag är 1 alla fall en marsch framåt till att få ettnlekmannaelement till skillnad från det andra elementet Jag tycker han skulle,intro
Herr SVANBERG (s),intro
Herr WISTRAND erhöll på begärannordet och anförde Herr talman Mellannsvenska och polska regeringarna har denn16 november 1949 träffats ett avtal i syften att reglera svenska intressenters fordringsanspråkn på polska staten i sambandnmed polsk nationalisering kommunaliseringn eller liknande tvångsåtgärder frånnde polska myndigheternas sida,intro
Herr HEIDING Herr talman Gentemotn herr Eriksson vill jag blott säganatt motionärerna givetvis icke vilja skäran alla ämbetsverk över en kam och påstån att alla göra sig skyldiga till pappersexercisn och onödigt krångel Mennnog kunna vi väl vara överens om attndet borde vara möjligt att åstadkommanen hel del förenklingar inom statsförvaltningenn Vår tanke var att den av ossnföreslagna utredningen skulle få ta ställningn till dessa olika frågor och framläggan erforderliga förslag Motionärernasn avsikt har således icke alls varit attn1 detta avseende särskilt utpeka de verknsom vi talat om i motionen det är pånmånga områden förenklingar böra komman till stånd,intro
Fru RönnChristiansson Herr talman Herr Nilsson i Göteborg har talatnom olika slag av sjukhuspersonal Jag vill därvidlag reagera mot uttrycketnlägre personal därför att ju all personal är lika nödvändig för sjukhuset Beträffanden dåliga bostäder skall jag be att få draga fram ett exempel från ennstad som Göteborg Statsrådet Möller var för någon tid sedan där nere förnatt inviga ett elevhem för sjuksköterskorna och statsrådet yttrade då att hannvar tacksam för att personalen fick ett nytt och präktigt bostadskomplex Mennden övriga sjukhuspersonalen den s k lägre den fick krypa in i de där kyffenan som icke voro fina nog åt sjuksköterskorna den fick också övertaga dennönlen och annat bohag som heller icke passade i de nyblivna sköterskornas,intro
Herr Råstock Herr talman Jag väntade mig ju icke någon större gradnav förstående för de synpunkter jag framförde Men sådana vantolkningarnsom den sista talaren fru RönnChristiansson gjorde sig skyldig till troddenjag ändå icke skulle behöva förekomma när jag uttryckte mig så pass tydligtnJag sade det att jag tyckte det var att marschera något för fort när en personn som kanske tidigare hade bott i ett rum tillsammans med fem eller sexnandra kommer och begär att hon i anstalten omedelbart skall ha ett eget rumni löneförmån Jag sade visst också att när dessa hade varit anställda så passnlänge som ett par år eller tre så att landstinget kunde räkna på att få ha demnkvar så ansåg även jag att de borde få ensamt rum Och jag vågade tillläggan att landstingen och det allmänna i övrigt böra gå före med gott exempeln och skapa rimliga och goda och bekväma bostäder Jag vågar påstå attnjag alldeles icke har deklarerat någon avog inställning till detta problem utannalldeles tvärtom Jag vill bara ha det så att det skall vara någon måtta pånpretentionerna också och att landstingen böra få tid på sig för att ordna dennanfråga på ett tillfredsställande sätt,intro
Herr Thorell som jämväl på begäran erhöll ordet för kort genmäle yttradenHerr talman Till herr Severin vill jag ge det rådet att han icke fördjupar signmera i debatten ty då kommer det mer och mer fram hur litet han vet i frågannNär han sade att vi skola koncentrera gårdarna litet mera samman är hannhundra år efter sin tid Vi hade för hundra år sedan det så ställt att gårdarnanlågo i byalag men våra förfäder kommo underfund med att det var opraktisktnmed ägorna insprängda bland skogpartier och därför lade de gårdarna därnden odlade jorden fanns för att få ägorna så mycket som möjligt samlade Detnär en sak som vi sätta mycket stort värde på särskilt nu med hänsyn till gällanden kortare arbetstid och rådande brist på arbetskraft Det är absolut nödvändigtn att ha allting så nära och så bekvämt som möjligt och att ha så kortnväg som möjligt vid olika arbetens utförande Det är sålunda en mycket dålignrekommendation herr Severin kommer med,intro
Herr Thapper erhöll jämväl på begäran ordet för kort genmäle och anfördenHerr talman Jag vill gentemot herr Severin säga att till grund för utskottetsnutlåtande ligger icke bara motionen II 173 utan även en annan motion Vi haninom utskottet kommit till den uppfattningen att det finns vissa problem pånlandsbygden som vi måste taga hänsyn till vare sig vi vilja eller icke Dessansaker äro så pass viktiga att vi försökt komma fram till ett enhälligt utskottsutlåtanden och det ha vi ju också lyckats med Vi ha således icke kunnat motsättan oss förslaget att samordna de utredningar som pågått Det är vad utskottetn kommit till Vi ha icke tagit ställning till prisregleringsförslaget som framläggesn i motionen nr 173 När herr Severin talar om landsbygden måste jagnsäga att det ser ut som om han trodde att endast jordbrukare skulle bo därnÄven andra bo ju dock där Det är ofta så att när en stockholmare talar omnlandsbygden menar han hela Sverige i övrigt Jag kan icke frigöra mig frånnatt något av detta går igen hos herr Severin Beträffande min hemort är det ickenriktigt att vi ha koncentrerat industrien till bara en plats Vi ha åtminstone tvånsamhällen med industrier Vi ha varit så pass förutseende att vi icke ha gåttnden extrema väg som herr Severin rekommenderade att koncentrera industrienntill bara ett tättbebyggt samhälle,intro
Chefen för jordbruksdepartementet herr statsrådet Sköld Herr talmannDet är icke vanligt att man från regeringshåll yttrar sig över förslag i avseenden å utredningar men den debatt som här förts synes mig ha fått en sådannriktning att det kanske ändå kan vara skäl att jag säger några ord,intro
Herr Anderson i Linköping Herr talman Jag ber att med samma motiveringn som herr Wiklund anförde få ansluta mig till herr Beskows yrkande,intro
Herr Wiklund Herr talman För att inte reservanterna skola stå splittraden med olika yrkanden ber jag att få återta mitt förra yrkande om bifallntill reservationen och i stället instämma i det yrkande som gjorts av herr,intro
Chefen för kommunikationsdepartementet herr statsrådet Larsson errntalman Med anledning av det sist framkomna yrkandet vilket tycks samlanäven dem som förut gått på rent avslag ber jag endast att få meddela kammarenn att för den händelse kammaren såsom jag hoppas biträder statsutskottetsn förslag så kommer icke en enda krona mer att betalas ut än somnär absolut nödvändigt för att på ett tillfredsställande sätt ordra trafikennMen för att vi överhuvud skola ha utsikt att få en tillfredsställande överenskommelsen med luftfartsbolag i Danmark bör kammaren gå med på statsutskottetsn förslag,intro
Herr OHLIN (fp),intro
Chefen för handelsdepartementet herrnstatsrådet LANGE,intro
Chefen för handelsdepartementet herrnstatsrådet LANGE,intro
Herr Lundberg i Hälsingborg Herr talman Den föregående ärade talarenngJorde ett uttalande som man möjligen kunde tolka som ett klander mot statsmakternan att de inte vidtagit alla åtgärder för att få fram största möjliganproduktion av fodercellulosa Jag har haft anledning att syssla med dennanfråga en hel del därigenom att jag inom departementet deltagit i förhandlingarnan just med cellulosaindustrien och kan sålunda mycket bestämt vederläggan herr Svenssons i Ljungskile påstående att det skulle finnas fabrikern som hade velat tillverka fodercellulosa men inte fått tillfälle därtillnFör tillverkning av sulfitfodercellulosa gäller nämligen den förutsättningennatt vederbörande fabrik är utrustad för sulfitsprittillverkning Om inte produktionenn av fodercellulosa är kombinerad med framställning av sulfitsprit blinnämligen kostnaderna faktiskt orimliga för en sådan produktion Om det sålundan till äventyrs skulle gälla ett sådant fall och herr Svensson i Ljungskilensyftade på någon fabrik som inte tillverkade sulfitsprit så är det naturligtnatt tillfälle inte givits densamma att deltaga i produktionen av fodercellulosanJag skulle tvärtemot vad herr Svensson sade vilja göra gällande att hitintillsn har hela landets kapacitet i fråga om produktion av fodercellulosa tagitsn1 anspråk Jag tror inte det är olämpligt att jag säger att produktionen vidnsulfitfodercellulosafabrikerna uppgår för närvarande till 7000 å 8000 tonnper vecka och den produktionen torde kunna fortgå tills vidare så längeningen brist på råvara uppträder Svårigheterna för cellulosafabrikerna attnfå fram tillräckliga kvantiteter fodercellulosa bero inte på annat än bristennpå råvaran massaved Jag tror att jag med dessa ord har klarlagt den frågan,intro
Herr Svensson i Ljungskile Herr talman Mot vad den föregående talarennnämnde vill jag bara erinra om att jag har inte gjort något påstående i dettanfall Jag har i likhet med en av interpellanterna framfört vissa frågor mednanledning av vad man hört i bygden för att få svar på denna fråga och jagntackar för svaret Utnyttjas den produktionskapacitet som finns är det juningen anledning att klandra vederbörande på den punkten,intro
Chefen för folkhushållningsdepartementet herr statsrådet Gjöres Herrntalman Under denna debatt ha åtskilliga ting påpekats varför det kanskenär nödvändigt att jag innan överläggningen i 1 ämnet avslutas får säga någranord på de punkter som här berörts,intro
Herr Lindman Herr talman Jag skulle vilja begagna willfälletn att tacka herr Månsson för den komplimang som han riktadentill mig och som jag för egen del skulle kunna returnera till honomnJag vill säga liksom jag tror mången i denna kammare att man i herrnMånsson alltid finner en man som söker sanningen Det är emellertidn klart att man under sitt sanningssökande understundom kan komman på sned och det kan väl hända oss litet var Säkert vill inte hellernherr Månsson säga att icke även han kan råka ut för att som mannsäger hugga 1 sten någon gång,intro
Anf 74 ANNCATHRINE HAGLUND (m),intro
Herr Sandberg Herr talman Jag ber att få uttala ett tack för de förståenden ord herr Lithander nyss yttrade Jag vill också alldeles bestämtnsäga till herr Andersson i Södergård att då vi på Norrlandshåll gjort våra reflexionern av vilka jag nyss anförde en del med anledning av utskottets utlåtanden innebära dessa ingalunda någon som helst otacksamhet för vad somnhittills gjorts eller för den goda vilja som jag ansåg vara uppenbarad även inutskottets nu framlagda utlåtande  tvärtom Men det må vara naturligtnatt man uttalar vissa tankar och meningar inför ett så viktigt steg som detnhär gäller att taga då man sätter i gång en mycket stor utredning syftandentill förbättring av förhållandena i en stor och betydelsefull landsdel,intro
Herr Lövgren Herr talman En lång erfarenhet av hur svårt det är attnnå ett positivt resultat genom statliga utredningar har så småningom lett dithän,intro
Herr REGNEÉLL (h),intro
Herr BENGTSSON i Landskrona (s),intro
Herr Möller Herr talman mina herrar Jag har tillåtit mignatt begära ordet i denna fråga för att vädja till kammaren att inte låtansparsamhetsnitet drivas fullständigt in absurdum Om nämligen det beloppn som här föreslås ifrån utskottets sida och som jag till min mycketnstora förvåning finner att Kungl Majt också har föreslagit beviljas sånkan man utan vidare säga att ändamålet med hela denna institution dessanräntefria studielån till obemedlade begåvningar i viss grad blir äventyratnÅr 1919 var det första år då dylika lån på av riksdagen fastställdanvillkor beviljades Det var då 713 sökande Av dessa 713 kunde endastn81 beviljas lån Det är möjligt att det antalet var riktigt med hänsynndärtill att bland de sökande endast ett så ringa antal kunde anses fyllankvalifikationerna i begåvningshänseende för att få lån ur denna fondnÅr 1920 söktes 695 nya lån och av dem kunde 85 beviljas men det berodden därpå att riksdagen för det året hade ökat anslaget från ursprungligan 100000 kronor till 150000 kronor Dessutom beviljades åt 50 avnde 81 som först fått lån ytterligare lån För år 1921 höjde riksdagennåterigen anslaget med 50000 kronor vilket gjorde att 85 förutvarandenlåntagare kunde få sina ansökningar om nya lån beviljade och av 694 nnya ansökningar om lån 82 kunde bifallas d v s år 1921 hava inallesn1607 studerande erhållit lån ur denna fond ,intro
Anf 37 LENA ÖHRSVIK (s),intro
Anf 38 Industriministern NILS ÅSLING,intro
Herr Sederholm Jag kan fatta mig ganska kort efter den jag vågar säganmilda kritik som utskottets utlåtande här har varit utsatt för Denna mildhetn utgör ju egentligen ett erkännande av styrkan hos de skäl som utskottetnanfört för sitt avslagsyrkande De försök som motionären här har gjort attnprecisera till att börja med direktiven för en förändring av jaktlagstiftningenntorde inte vara sådana att man egentligen kan tänka sig att få in dem i ennlag eller jaktstadga Det kräves ju vida mer distinkta formuleringar än attnt ex förbjuda drevjakt eller att skjuta ett djur bakifrån eller under sådana förhållandenn att man inte har sannolikhet för att döda det Skulle sådant vara inlag förbjudet komme det ju att medföra oövervinneliga svårigheter i lagtilllämpningenn,intro
Herr förste vice talmannen Hamilton Herr talman Jag ser mig förekommenn av den föregående ärade talaren Men jag vill ändå fråga herr finansministernn är det blott en teknisk ändring när man till hälften nedsätter tullennpå en industriprodukt på vilken skogsägarna i landet  som äro rätt många nsätta stora förhoppningar Är det lämpligt att göra en dylik partiell ändringninom en industri som står skogsbruket så nära då man i övrigt i stort sett ickenvidtager några förändringar,intro
Herr Heiding Herr talman Herr finansministern ville göra gällandenatt jag framkommit med en del oriktiga uppgifter Men de uppgifter somnJag kommit med hava stått i det avlämnade betänkandet och i den kungl propositionenn De siffrorna tänkte jag att man skulle lita på Annars är detnicke mycket värde i dem,intro
Anf 61 BERTIL FISKESJÖ (c),intro
Herr HERMANSSON (vpk)nHerr talman Enligt vänsterpartiet kommunisternas mening stårnföljande fem frågor i förgrunden i debatten om den nya grundlagen,intro
 n       n   n   n   n       n   n   n    ,intro
Herr statsrådet LINGMAN Herr talmann Vid prövningen av lönegradsplaceringenn för olika befattningshavare harndet under de senare åren iakttagits försiktighetn med hänsyn till den mera allmännan prövning av lönegradsplaceringenn som skulle verkställas av tjänsteförteckningskommitténn Att denna kommittén inte hunnit slutföra sitt arbete sånsnabbt som man kanske från början haden hoppats och väntat beror på olikanomständigheter Jag har tidigare i riksdagenn haft tillfälle att framhålla att detninte beror enbart på tjänsteförteckningskommitténn att dröjsmål har uppstått Detnberor också på organisationerna somnha avgivit sina förslag så sent att kommitténn inte kunde börja sitt arbete förränn framemot mitten av år 1950,intro
Hans excellens herr ministern för utrikesn ärendena UNDÉN Herr talmannSedan nu det parti inom riksdagennvilket såsom samlad grupp ensamt utgörn oppositionen i denna fråga harnhaft ordet och till på köpet genomntvå ledamöter ber jag att få säga någran ord,intro
Herr ERIKSSON EINAR (kort genmäle)n Herr talman Jag har inte anledningn att betvivla herr Wehtjes ärligansträvan när det gäller att klara bostadsförsörjningenn inom de företag som hannöjet att ha honom till ledare och chefnJag förmodar att jag inte uttalade mignpå det sättet över huvud taget utan närnjag talade om högern och folkpartietnframhöll jag att det är inte riktigt närnman vill göra gällande  som manntycks göra åtminstone i propagandan natt en annan bostadspolitik här i landetnskulle ha förhjälpt oss ur den bristsituationn som vi för närvarande befinna oss i,intro
Herr TALMANNEN anförde Efternsamråd med andra kammarens talmann och talmanskonferensen får jagnbeträffande arbetets ordnande undernåterstoden av vårsessionen meddela attnsåvitt nu kan bedömas plena med kamrarnan komma att hållas alla vardagarnmed början kl 11 förmiddagen I morgonn onsdag är det icke avsett att hållankvällsplena övriga dagar komma sådanan plena att anordnas i den mån arbetetnså kräver,intro
Herr HÖBINETTE (m),intro
Fru ERIKSSON i Stockholm (s) kortngenmäle,intro
Herr ODHE (s),intro
Herr CHRISTENSON i Malmö (fp),intro
Anf 32 Förste vice talman INGEGERD TROEDSSON (m),intro
Herr Borell Herr talman Med anledning av vad herr Johan Nilsson nunanfört ber jag att få ytterligare understryka att det såvitt jag vet aldrig urnmilitär synpunkt riktats några anmärkningar mot dessa musikkårer och derasnsammansättning De äro således tillräckliga för militärt ändamål Skall musiklivetn överhuvud taget uppmuntras bör detta enligt min mening icke skeninom fjärde huvudtitelns ram,intro
Socialministern RUNE GUSTAVSSON erhöll ordet för att besvara FilipnFridolfssons (m) den 28 mars anmälda fråga 197778361 och anförde,intro
Herr MÖLLER (s),intro
Herr Heiding Herr talman Jag skall be den siste ärade talaren att hanntar bättre reda på detta när han kommer hem till påsken ty jag vet mednsäkerhet att Kalmarintresset äger aktiemajoriteten i KalmarTorsås järnvägn De kommuner som ha sina aktier kvar äro förargade på de kommunernsom sålt sina aktier till Kalmarbolaget ty de resonera som så Hade ni haftnaktierna kvar hade vi haft någon bestämmanderätt över järnvägen vilket vinnu inte ha Till följd härav äro våra aktier värdelösa Ni fingo 70 å 75nkronor men vi fingo ingenting,intro
Herr Schött Herr talman Vill endast påpeka den märkvärdiga slutledningn som den föregående talaren gjorde Därför att aktierna i hans hemkommunn blivit värdelösa skulle Kalmar stad äga aktiemajoriteten En sådannbevisföring kan jag ej godkänna,intro
Anf 35 ANNCATHRINE HAGLUND (m) replik,intro
14 oktober 1980nAnf5 HAGAR NORMARK (s),intro
Anf 6 Industriministern NILS ÅSLING,intro
Anf 9 Försvarsminister ANDERS THUNBORG,intro
Anf 10 OLLE AULIN (m),intro
Herr SKOGLUND i Doverstorp erhöllnpå begäran ordet för kort genmäle och,intro
Herr Lindmark Herr talman Utskottets ärade ordförande påstol att högernn motsatt sig den ändringen 1 anslagets användning att stenbrytning ocksånskulle erhålla statsbidrag Jag vill häremot erinra att det var högermannennBirger Peterson med flera som var anledning till att bidrag till stenbrytningnockså kom med under detta anslag Det är mycket möjligt att det finns motionärern även från andra partier men en av anledningarna till ändringen varnJust en högermotion,intro
Herr RICHARDSON (fp) kort genmäle,intro
Herr GUSTAFSSON i Barkarby (s) kort genmäle,intro
Anf 52 KERSTIN EKMAN (fp),intro
Herr Hallin Herr talman Då jag i det skick vari detta ärende nu föreliggern för riksdagen icke kunnat biträda statsutskottets majoritet i dess hemställann skall jag be att med några ord få ange anledningen härtill,intro
Herr LORENTZON (vpk),intro
Anf40 GÖREL BOHLIN (m) replik,intro
